generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
24,843.2954,816.7141,593.7113,1099.2536,1034.6268,666.1361,911.2179,901.7496,845.1568,896.6994,851.4022,661.4175,1052.9905,1022.4129,646.8396
25,843.2954,805.6920,636.1768,1099.2536,1037.1135,857.5223,911.2179,904.9022,844.5160,896.6994,823.4608,527.8984,1052.9905,1028.1277,913.0711
26,843.2954,823.2544,689.9011,1099.2536,1055.7054,878.2251,911.2179,905.4858,767.5306,896.6994,825.3249,505.6760,1052.9905,1016.5202,864.4019
27,843.2954,814.2012,593.7113,1099.2536,1040.3892,849.8045,911.2179,906.3216,864.4615,896.6994,821.0288,522.4237,1052.9905,1027.3865,912.9619
28,843.2954,815.0535,630.5365,1099.2536,1035.0858,670.4137,914.7917,899.5861,803.3764,896.6994,784.7625,481.6673,1052.9905,1039.5540,969.0325
29,843.2954,821.4805,608.3881,1099.2536,1010.8461,755.0552,914.7917,902.4798,842.4227,896.6994,848.9273,594.2562,1052.9905,1037.4096,880.5207
30,843.2954,835.7208,747.4504,1099.2536,1024.9699,859.1056,914.7917,902.4269,852.0516,896.6994,875.9503,661.4175,1052.9905,1036.1894,892.2910
31,843.2954,811.5701,633.7054,1099.2536,1040.3649,765.0639,914.7917,908.1140,857.1470,896.6994,872.4943,669.3038,1052.9905,1039.5382,855.9273
32,843.2954,824.8014,703.4912,1099.2536,1035.7227,829.7234,914.7917,907.6943,857.1470,896.6994,883.3705,696.9273,1052.9905,1047.8510,989.2507
33,843.2954,837.6377,749.0001,1099.2536,1032.2191,767.3537,914.7917,909.2489,842.3396,896.6994,883.4936,837.5152,1052.9905,1045.8217,946.7277
34,843.2954,827.2086,749.0001,1099.2536,1056.4635,812.9627,914.7917,911.4171,853.6252,896.6994,887.1498,827.0019,1052.9905,1044.7485,857.5817
35,843.2954,819.8199,703.4912,1099.2536,1060.9645,908.9678,914.7917,910.7583,827.1409,917.0927,889.4377,839.4702,1052.9905,1046.4318,980.5331
36,843.2954,823.2060,698.1198,1099.2536,1049.6695,704.7490,914.7917,909.8782,831.7699,917.0927,881.4501,594.2562,1052.9905,1047.0518,935.7717
37,843.2954,825.1523,703.4912,1099.2536,1039.5095,930.4749,914.7917,909.8573,857.1470,917.0927,882.8302,710.7063,1062.5338,1051.2655,995.7601
38,843.2954,824.9885,644.7096,1099.2536,1046.7565,806.5665,914.7917,909.0204,833.8055,917.0927,887.2509,780.9272,1062.5338,1050.1516,990.7702
39,843.2954,823.8598,699.8851,1099.2536,1050.0734,878.2251,925.9399,910.0381,842.9511,917.0927,893.9303,780.9272,1062.7368,1051.3657,979.7145
40,843.2954,815.9998,703.4912,1099.2536,1040.3035,577.7652,925.9399,912.5566,871.3452,917.0927,905.7873,837.5152,1064.0285,1052.7437,990.9440
41,843.2954,816.8319,630.5365,1099.2536,1046.0912,836.3270,925.9399,911.5423,829.4656,917.0927,912.3264,878.2076,1064.0285,1056.7812,1035.2789
42,843.2954,819.9282,703.4912,1099.2536,1038.8843,826.9080,925.9399,914.3699,871.3452,917.0927,915.7295,894.9338,1064.0285,1056.6396,977.7662
43,843.2954,812.4617,615.8170,1099.2536,1030.2787,878.2251,925.9399,919.4553,909.1009,917.0927,910.7394,837.5152,1068.2219,1056.9083,990.5810
44,843.2954,814.7768,684.0418,1099.2536,1048.2387,885.7721,925.9399,922.1443,872.9739,917.0927,913.3984,887.4936,1068.2219,1052.4164,982.6625
45,843.2954,823.2994,671.1608,1099.2536,1037.3822,780.1936,931.2159,924.1853,872.0706,917.0927,912.3310,811.9616,1074.5907,1050.6184,969.4171
46,843.2954,833.8255,653.8664,1099.2536,1041.1228,785.1619,960.4184,923.5411,862.0020,917.0927,913.0362,869.3802,1074.5907,1055.6320,927.1595
47,843.2954,831.0698,703.4912,1099.2536,1049.0611,908.8862,960.4184,928.5682,879.8984,917.0927,912.7675,869.3802,1090.7382,1044.9217,911.9517
48,843.2954,824.4364,749.0001,1099.2536,1058.3194,944.8483,960.4184,933.2848,871.3452,917.0927,914.8768,894.9338,1090.7382,1064.0515,976.9834
49,843.2954,822.1326,630.5365,1099.2536,1068.7868,969.9138,960.4184,941.6710,871.3452,917.0927,910.8955,829.8870,1090.7382,1074.5303,982.6625
50,843.2954,821.2225,630.5365,1099.2536,1073.6221,943.1711,960.4184,947.9175,909.1536,917.0927,909.6560,877.6412,1093.3547,1081.1281,992.1259
51,843.2954,819.5821,703.4912,1099.2536,1074.1933,932.2354,960.4184,950.2866,840.2033,924.0780,910.9103,837.5152,1093.3547,1082.9114,992.1259
52,847.6732,821.0003,593.7113,1099.2536,1068.1168,919.7254,960.4184,949.4510,896.5159,924.0780,907.9166,837.5152,1093.3547,1086.8100,1043.9838
53,847.6732,810.1349,630.5365,1099.2536,1060.9592,952.1784,960.4184,948.5097,876.6212,924.0780,905.6637,837.5152,1093.3547,1080.3468,992.1259
54,847.6732,815.1527,593.7113,1099.2536,1056.4078,699.5216,960.4184,947.0684,851.3515,924.0780,906.1154,834.7723,1093.3547,1080.7386,1002.8275
55,847.6732,812.8943,630.5365,1099.2536,1067.6652,959.0843,960.4184,948.0405,907.6641,924.0780,908.4796,837.5152,1093.3547,1089.0107,1064.6499
56,847.6732,807.6103,680.2252,1099.2536,1056.8455,781.1103,960.4184,950.2706,907.6641,924.0780,913.1440,837.5152,1093.3547,1091.6792,1069.7913
57,847.6732,818.4421,680.2252,1099.2536,1051.3208,677.0313,960.4184,953.1807,920.0462,924.0780,917.6046,837.5152,1093.3547,1089.2514,1025.4275
58,847.6732,830.3976,680.2252,1099.2536,1054.4890,909.4793,960.4184,952.0963,907.6641,924.0780,915.9601,837.5152,1093.3547,1092.0364,1037.9080
59,847.6732,833.8670,672.8639,1099.2536,1053.2227,969.9138,960.4184,946.6064,896.5159,952.1628,919.7450,875.1308,1093.3547,1091.8316,1025.0507
60,847.6732,841.8584,707.8689,1099.2536,1061.4171,878.2251,960.4184,948.6705,897.8634,952.1628,921.8545,875.1308,1093.3547,1092.7796,1069.8355
61,847.6732,836.4848,674.4816,1099.2536,1053.7225,886.2773,960.4184,949.6740,907.6641,952.1628,924.6241,875.1308,1093.3547,1091.9224,1052.9825
62,847.6732,826.1268,682.7394,1099.2536,1074.8338,959.0843,960.4184,946.6889,887.3702,952.1628,928.3371,835.1429,1093.3547,1093.0609,1083.9002
63,847.6732,831.4531,707.8689,1099.2536,1065.9058,871.8064,960.4184,952.0963,907.6641,952.1628,943.3780,875.1308,1093.3547,1091.8561,1074.2086
64,847.6732,827.7577,724.0567,1099.2536,1070.4863,936.4778,960.4184,947.7131,849.9938,952.1628,949.6433,903.2157,1093.3547,1091.5818,1069.7913
65,847.6732,822.4912,707.8689,1099.2536,1063.2748,969.9138,960.4184,944.4743,832.6103,952.1628,947.1241,896.0168,1093.3547,1090.8467,1054.4459
66,847.6732,829.5024,644.7096,1099.2536,1050.2086,663.1908,960.4184,941.8924,840.2033,952.1628,946.8528,871.7691,1093.3547,1092.8686,1071.6669
67,847.6732,816.5287,630.5365,1099.2536,1054.2062,835.8832,960.4184,937.4921,793.4044,952.1628,946.8704,883.3285,1093.3547,1091.3771,1038.6173
68,847.6732,798.8730,596.1779,1099.2536,1060.4175,959.0843,960.4184,940.5592,823.2886,967.2182,948.5482,903.2157,1093.3547,1092.2249,1049.9510
69,847.6732,824.7893,707.8689,1099.2536,1039.2053,933.5284,960.4184,937.8182,803.6253,967.2182,944.0622,865.6001,1093.3547,1091.4690,1038.1750
70,847.6732,827.1645,707.8689,1099.2536,1039.8021,779.5462,960.4184,936.1175,836.2564,967.2182,940.3152,865.6001,1093.3547,1088.9568,1033.3196
71,847.6732,798.2571,571.0890,1099.2536,1039.0943,918.8341,960.4184,944.0844,852.5889,967.2182,946.3253,865.6001,1093.3547,1090.1249,1032.8539
72,847.6732,818.3630,660.0039,1099.2536,1017.3032,797.6412,960.4184,934.2924,823.2886,967.2182,953.4383,824.0674,1093.3547,1088.0956,1007.4207
73,847.6732,813.5648,593.7113,1099.2536,1046.8228,799.2582,960.4184,942.8330,896.5159,973.6544,948.9451,824.0674,1093.3547,1092.0083,1041.7336
74,881.5390,829.1948,624.0132,1099.2536,1044.4631,875.9447,960.4184,943.3654,840.2033,973.6544,952.1700,880.6554,1093.3547,1092.3601,1069.7913
75,881.5390,822.5916,707.8689,1099.2536,1049.2422,875.9447,966.7588,939.9877,799.4945,973.6544,955.1402,848.6063,1093.3547,1089.5322,1022.8906
76,881.5390,812.4252,630.5365,1099.2536,1040.0884,785.0193,966.7588,939.8561,821.4621,973.6544,954.8453,880.6554,1093.3547,1087.2484,994.4132
77,881.5390,816.0672,630.5365,1099.2536,1041.2104,816.6361,966.7588,935.3754,840.2033,973.6544,962.5138,880.6554,1093.3547,1087.6129,1000.4173
78,881.5390,839.9937,630.5365,1099.2536,1038.8799,875.9447,966.7588,927.5284,754.8297,973.6544,962.6832,892.0301,1093.3547,1091.2905,1069.7913
79,881.5390,852.1193,701.3456,1099.2536,1034.3086,703.0857,966.7588,930.9785,821.4621,973.6544,964.3331,880.6554,1093.3547,1087.6861,1001.5851
80,881.5390,867.9079,701.3456,1099.2536,1030.7937,742.7700,966.7588,945.6084,775.2588,973.6544,968.1475,892.0301,1093.3547,1088.3011,977.5607
81,881.5390,868.9027,770.7270,1099.2536,1017.5546,734.1573,972.4496,949.3954,821.4621,973.6544,971.1251,892.0301,1097.5343,1082.4272,933.5308
82,910.9622,864.0443,688.7337,1099.2536,1035.3668,806.5495,972.4496,945.2295,804.7217,999.6778,968.3460,944.5102,1097.5343,1079.9193,980.9876
83,910.9622,861.2966,770.7270,1099.2536,1019.7551,790.9294,972.4496,948.7266,852.4398,999.6778,975.1727,944.5102,1097.5343,1086.3516,1007.4661
84,910.9622,867.4417,762.7253,1099.2536,1011.0193,609.8247,972.4496,944.8591,778.2547,999.6778,983.6269,944.5102,1097.5343,1084.2329,949.7777
85,910.9622,871.3865,768.1404,1099.2536,1002.2969,635.3916,972.4496,938.3350,807.1233,999.6778,985.7974,918.0535,1097.5343,1088.3439,992.1259
86,910.9622,885.8485,770.7270,1099.2536,1015.5361,723.6907,983.0761,949.6286,833.9766,999.6778,996.8882,970.5336,1097.5343,1085.1059,961.4724
87,910.9622,890.6069,727.3780,1099.2536,1019.7656,703.9450,983.0761,961.8390,829.5874,999.6778,997.6671,957.4294,1097.5343,1089.1192,968.5076
88,910.9622,908.1678,853.2922,1099.2536,1010.7484,841.0407,983.0761,962.4944,906.7644,999.6778,996.7634,970.5336,1097.5343,1090.6353,1006.5429
89,910.9622,900.8581,730.7689,1099.2536,1014.3782,851.1751,1006.6064,969.7909,846.5021,999.6778,993.2162,899.6049,1097.5343,1092.8526,1027.2968
90,943.7115,903.0682,800.1503,1099.2536,1026.7645,875.9447,1006.6064,978.7913,929.0030,999.6778,989.0886,918.0535,1097.5343,1091.0350,985.2001
91,943.7115,896.6403,730.7689,1099.2536,1034.0907,594.4367,1006.6064,985.9840,940.1066,999.6778,989.5344,918.0535,1097.5343,1092.8097,1021.2788
92,943.7115,901.2446,796.2288,1099.2536,1037.0953,849.0571,1006.6064,991.8929,902.7428,999.6778,981.8233,851.4211,1097.5343,1089.3713,1004.0290
93,943.7115,885.1831,730.7689,1099.2536,1038.7419,896.3339,1006.6064,999.1176,940.6257,999.6778,975.2125,882.3681,1097.5343,1093.4912,1044.9017
94,943.7115,904.4981,800.1503,1099.2536,1044.3799,883.7635,1006.6064,999.3460,895.7142,999.6778,981.1073,882.3681,1097.5343,1092.5570,1006.6358
95,943.7115,911.0620,701.3456,1099.2536,1035.7082,655.7275,1006.6064,1000.4704,946.7238,999.6778,985.7705,882.3681,1097.5343,1091.2746,1012.4555
96,943.7115,923.4726,789.5505,1099.2536,1046.9179,878.2251,1006.6064,1002.8833,969.3752,999.6778,993.9897,882.3681,1097.5343,1095.2903,1078.8346
97,943.7115,924.6676,774.4951,1099.2536,1026.4899,784.8318,1006.6064,997.8638,939.9533,999.6778,988.9515,918.0535,1099.1788,1092.2358,1031.6861
98,943.7115,926.5209,789.5505,1099.2536,1040.8971,806.8673,1006.6064,997.7451,861.3909,999.6778,982.8938,748.2530,1099.1788,1094.3799,1078.8346
99,943.7115,913.4532,726.3912,1099.2536,1052.4352,781.2715,1006.6064,998.2087,916.4092,999.6778,986.1629,893.9726,1099.1788,1094.9662,1073.7680
100,943.7115,911.6809,789.5505,1099.2536,1064.1346,717.6206,1006.6064,996.7379,929.0030,999.6778,988.3362,918.0535,1099.1788,1094.4115,1059.0788
101,943.7115,913.7222,708.6405,1099.2536,1043.1276,869.0128,1006.6064,999.9048,969.3752,999.6778,992.3003,918.0535,1099.1788,1090.2609,1041.8031
102,943.7115,915.6626,789.5505,1099.2536,1054.7991,878.2251,1006.6064,999.8420,929.0030,999.6778,988.8731,918.0535,1099.1788,1091.8171,1042.3702
103,943.7115,922.9221,726.3912,1099.2536,1051.5715,640.6077,1006.6064,1003.6279,969.3752,999.6778,992.8832,918.0535,1099.1788,1095.5467,1049.4401
104,943.7115,910.7059,755.5316,1099.2536,1043.9806,768.9983,1006.6064,1002.5686,953.6404,999.6778,990.4385,882.3681,1099.1788,1096.0568,1073.9776
105,943.7115,914.4347,755.9915,1099.2536,1041.2342,923.0104,1006.6064,989.3885,756.8577,999.6778,987.4926,918.0535,1099.1788,1095.1842,1046.0775
106,943.7115,911.0969,726.3912,1099.2536,1017.8188,789.4732,1006.6064,993.0970,860.7392,999.6778,991.2830,918.0535,1099.1788,1096.7472,1061.3866
107,943.7115,919.5739,726.3912,1099.2536,1037.5800,845.4477,1006.6064,995.4055,947.8375,999.6778,988.0578,883.9648,1099.1788,1095.7743,1078.2320
108,943.7115,919.7434,752.3461,1099.2536,1030.6090,878.2251,1006.6064,989.8845,911.7798,999.6778,992.5420,918.0535,1099.1788,1090.0495,1008.7499
109,943.7115,922.4747,789.5505,1099.2536,1032.5229,712.8691,1006.6064,989.7445,929.0030,999.6778,989.1855,918.0535,1099.1788,1093.7544,1061.3866
110,943.7115,914.5908,716.5366,1099.2536,1043.1066,856.2695,1006.6064,998.0505,929.0030,999.6778,990.8013,918.0535,1099.1788,1093.1713,1021.2963
111,943.7115,913.0378,679.7114,1099.2536,1038.6057,780.7057,1006.6064,993.0300,929.0030,999.6778,983.4337,916.4616,1099.1788,1096.3283,1061.3866
112,943.7115,914.2497,726.3912,1099.2536,1031.8146,736.3348,1006.6064,995.3442,929.0030,999.6778,982.9290,882.3681,1099.1788,1093.0789,1056.5594
113,955.3930,915.9735,715.4847,1099.2536,1030.5068,899.4649,1006.6064,999.8420,929.0030,999.6778,982.5516,885.9917,1099.1788,1092.9230,1027.3872
114,955.3930,918.2140,789.5505,1099.2536,1044.2131,893.1832,1006.6064,996.9263,969.3752,999.6778,993.1395,952.6188,1099.1788,1090.6098,1020.9127
115,955.3930,918.4723,743.1824,1099.2536,1059.7327,939.2885,1006.6064,1002.5686,953.6404,999.6778,995.0147,970.5336,1099.1788,1088.7650,994.6571
116,955.3930,912.6377,708.6405,1099.2536,1058.7504,772.7475,1006.6064,1003.3982,908.6152,999.6778,983.7108,918.0535,1099.1788,1094.3574,1067.5778
117,955.3930,936.0167,783.0489,1099.2536,1054.3357,901.5800,1006.6064,1004.3098,929.0030,999.6778,980.1522,901.8022,1099.1788,1092.3600,1044.1184
118,955.3930,949.3630,851.5996,1099.2536,1059.6714,826.5824,1006.6064,1002.8205,929.0030,999.6778,981.7260,822.6524,1099.1788,1092.1147,1016.4365
119,955.3930,949.9556,894.9486,1099.2536,1058.2708,944.8483,1006.6064,1002.8833,969.3752,999.6778,973.5761,882.3681,1099.1788,1091.5982,1000.9010
120,955.3930,943.3515,778.4469,1099.2536,1079.2723,969.9138,1006.6064,1000.3348,953.6404,999.6778,978.1955,879.5487,1099.1788,1087.8329,1015.0726
121,955.3930,943.5286,851.5996,1099.2536,1089.7879,987.3178,1006.6064,998.2604,900.2273,999.6778,985.0287,882.3681,1099.1788,1088.8984,1047.9996
122,955.3930,940.2353,845.5911,1099.2536,1065.3087,878.6968,1006.6064,992.4340,922.4433,999.6778,986.7500,918.0535,1099.1788,1091.5158,1041.5544
123,955.3930,946.9937,854.5435,1099.2536,1071.4647,969.5103,1006.6064,993.1578,892.0057,999.6778,992.9867,929.4549,1099.1788,1093.1178,1067.5778
124,955.3930,942.8730,851.5996,1099.2536,1071.4145,928.7695,1022.1014,999.4240,953.6404,999.6778,992.7199,918.0535,1099.1788,1088.1886,945.9504
125,955.3930,940.5192,741.6218,1099.2536,1059.1147,883.9119,1022.1014,998.7569,929.0030,999.6778,995.7411,948.5638,1099.1788,1090.9609,1025.6972
126,955.3930,943.1679,894.9486,1099.2536,1064.5943,851.9919,1022.1014,997.4176,929.0030,999.6778,990.1245,918.0535,1099.1788,1093.7274,1035.3339
127,955.3930,945.1516,851.5996,1099.2536,1048.9314,631.9797,1022.1014,1001.4974,930.0433,999.6778,993.9371,947.5237,1099.1788,1092.9556,1019.1553
128,955.3930,946.9307,894.9486,1099.2536,1054.2220,955.8269,1022.1014,1009.8740,955.5475,999.6778,987.5348,825.0448,1099.1788,1093.4171,1047.9996
129,959.7053,939.3344,789.1467,1099.2536,1047.6786,915.2123,1022.1014,1012.5013,945.5382,999.6778,983.4102,918.0535,1099.1788,1090.3199,1011.6817
130,959.7053,937.2764,842.8588,1099.2536,1032.5586,845.7449,1030.6299,1008.1712,899.1613,999.6778,989.7436,918.0535,1099.1788,1086.0068,1022.5066
131,1006.1024,944.4366,851.5996,1099.2536,1036.5021,878.6968,1030.6299,1012.0994,899.1613,999.6778,987.2942,893.4776,1099.1788,1090.8820,998.1934
132,1006.1024,949.5226,788.7821,1099.2536,1022.5165,865.6043,1030.6299,1005.3530,904.2354,999.6778,988.7669,882.3681,1099.1788,1091.3769,1044.8560
133,1006.1024,963.5945,778.4469,1099.2536,1017.2240,735.1658,1030.6299,1012.5648,913.9286,999.6778,983.1795,915.0870,1099.1788,1092.4614,1067.5778
134,1006.1024,977.2451,851.9415,1099.2536,1008.5205,804.6908,1030.6299,1015.1237,911.5977,1000.2532,990.3938,970.5336,1099.1788,1092.8474,1019.1158
135,1006.1024,985.8637,788.7821,1099.2536,1034.3463,878.6968,1030.6299,1019.6969,862.3706,1000.2532,988.4131,892.0301,1099.1788,1089.1354,1038.5362
136,1006.1024,988.0186,851.9415,1099.2536,1024.3304,854.0858,1030.6299,1021.0134,905.1082,1000.2532,989.0231,882.3681,1099.1788,1090.2024,953.1524
137,1006.1024,997.1281,931.3161,1099.2536,1041.2300,640.8899,1030.6299,1021.8639,935.1025,1000.2532,973.7067,800.0694,1099.1788,1094.1444,1067.5778
138,1006.1024,995.6324,931.3161,1099.2536,1034.2080,735.4275,1030.6299,1024.5775,957.0126,1014.3393,985.0536,882.3681,1099.1788,1093.8712,1067.5778
139,1006.1024,988.1110,788.7821,1099.2536,1030.6908,761.9515,1030.6299,1028.0722,948.5026,1014.3393,983.6733,918.0535,1099.1788,1090.6785,1036.1280
140,1006.1024,982.7444,851.9415,1099.2536,1025.0141,725.6046,1030.6299,1028.2282,984.8702,1014.3393,984.3239,918.0535,1099.6505,1085.6885,980.6607
141,1006.1024,981.8955,851.9415,1099.2536,1054.7097,959.0843,1030.6299,1027.3725,944.4980,1014.3393,998.2519,918.0535,1099.6505,1087.1738,981.3672
142,1006.1024,971.2054,788.7821,1099.2536,1055.8335,849.0361,1030.6299,1025.2722,976.7606,1014.3393,986.4730,918.0535,1099.6505,1093.5855,1041.0773
143,1006.1024,959.2746,788.7821,1099.2536,1058.4765,929.9978,1030.6299,1026.0539,984.8702,1014.3393,986.7365,810.8353,1099.6505,1091.4759,998.2394
144,1006.1024,962.4976,788.7821,1099.2536,1057.3045,792.8272,1030.6299,1028.5759,984.8702,1014.3393,976.2288,809.5029,1099.6505,1094.2908,1065.2459
145,1006.1024,979.7145,788.7821,1099.2536,1060.6861,921.5568,1030.6299,1020.5401,919.4552,1014.3393,981.7772,867.2204,1099.6505,1091.8827,1026.8960
146,1006.1024,978.2204,851.9415,1099.2536,1062.9631,957.7496,1030.6299,1019.0252,899.1613,1014.3393,985.3871,810.8353,1099.6505,1091.4910,1026.8960
147,1006.1024,979.4529,788.7821,1099.2536,1042.6497,769.2370,1030.6299,1023.8781,984.8702,1014.3393,999.6852,882.3681,1099.6505,1094.8729,1057.5731
148,1006.1024,972.7297,798.3759,1099.2536,1049.0653,936.2762,1030.6299,1028.0826,984.8702,1014.3393,1010.9694,938.7533,1099.6505,1097.0329,1067.9747
149,1006.1024,958.7908,743.1211,1099.2536,1050.9044,711.6502,1030.6299,1023.5806,919.3451,1014.3393,1008.1781,970.3307,1099.6505,1093.9927,1032.1629
150,1006.1024,954.8869,788.7821,1099.2536,1011.6466,776.1527,1030.6299,1019.9516,920.9323,1014.3393,1008.5549,857.1422,1099.6505,1091.8407,978.0803
151,1006.1024,970.2295,771.0314,1099.2536,1040.8841,842.6417,1030.6299,1026.1716,967.2298,1014.3393,1004.0492,931.2791,1099.6505,1095.5543,1057.5731
152,1006.1024,966.4453,788.7821,1099.2536,1040.4437,594.8145,1030.6299,1024.8014,984.8702,1014.3393,1004.1766,938.7533,1099.6505,1086.1552,989.7539
153,1006.1024,970.6620,748.5941,1099.2536,1035.5158,577.7306,1030.6299,1027.8843,984.8702,1014.3393,1007.2979,970.3307,1099.6505,1090.4164,1019.6224
154,1006.1024,952.5269,780.7981,1099.2536,1035.3842,838.2279,1030.6299,1025.5843,961.3898,1014.3393,1008.9627,947.2188,1099.6505,1089.0580,1030.7847
155,1006.1024,948.4638,803.1968,1099.2536,1047.8361,889.3328,1030.6299,1026.0539,984.8702,1014.3393,1005.0518,899.5440,1099.6505,1090.7005,1029.9270
156,1006.1024,966.2386,771.0314,1099.2536,1039.0952,705.8985,1030.6299,1026.2600,926.3524,1014.3393,1005.1507,938.7533,1099.6505,1091.5885,1015.8435
157,1006.1024,953.1951,771.0314,1099.2536,1013.2373,810.0330,1030.6299,1026.9691,984.8702,1014.3393,1003.8849,922.8584,1099.6505,1091.4402,978.2816
158,1006.1024,969.7324,748.5941,1099.2536,1039.5299,819.9527,1030.6299,1024.3066,914.8178,1014.3393,1004.4407,867.2204,1099.6505,1091.1392,991.8997
159,1006.1024,944.0069,786.9243,1099.2536,1047.6583,815.7694,1030.6299,1021.7304,905.1681,1014.3393,1001.9146,938.7533,1099.6505,1092.6099,1017.1300
160,1006.1024,948.2398,788.7821,1099.2536,1046.2579,833.2451,1055.1166,1022.6264,868.4372,1014.3393,1005.6490,843.8751,1099.6505,1090.2103,997.2887
161,1006.1024,951.4103,771.0314,1099.2536,1042.6180,880.9440,1055.1166,1025.8513,978.0667,1014.3393,1004.4370,915.3011,1099.6505,1091.4686,1012.5281
162,1006.1024,955.0322,788.7513,1099.2536,1043.4227,865.3862,1055.1166,1032.0268,918.7430,1014.3393,1007.3225,970.3307,1099.6505,1091.0463,1047.9996
163,1006.1024,948.2912,788.7821,1099.2536,1038.2345,914.3285,1055.1166,1031.4154,946.3653,1014.3393,1006.3674,929.4842,1099.6505,1095.6039,1044.5088
164,1006.1024,966.9667,788.7821,1099.2536,1062.1715,890.4086,1055.1166,1029.7007,912.1616,1014.3393,1007.6265,948.4320,1099.6505,1089.1940,977.4286
165,1006.1024,960.7946,788.7821,1099.2536,1056.1961,812.9356,1055.1166,1040.3454,960.0787,1014.3393,1004.7924,938.7533,1099.6505,1090.3256,1001.3423
166,1006.1024,966.8344,851.9415,1099.2536,1069.4278,952.1784,1055.1166,1043.1477,968.9846,1014.3393,1002.9788,937.1242,1099.6505,1087.9463,995.4565
