generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
21,661.4239,657.6916,595.3456,721.8620,717.2200,669.5590,685.7577,666.8180,597.4316,593.0020,584.3881,539.1655,804.3332,801.5578,734.9479
22,661.4239,659.8699,622.5742,721.8620,717.6800,671.0114,685.7577,670.3576,615.7319,593.0020,590.8485,539.1655,804.3332,800.3309,704.2759
23,661.4239,659.8699,622.5742,721.8620,716.8231,699.8813,685.7577,667.2007,615.7319,593.0020,593.0020,593.0020,804.3332,804.3332,804.3332
24,661.4239,659.8699,622.5742,721.8620,709.9700,604.9424,685.7577,683.8918,674.0960,593.0020,593.0020,593.0020,804.3332,804.3332,804.3332
25,661.4239,659.8699,622.5742,721.8620,709.5803,637.2181,698.0504,680.9438,615.7319,593.0020,590.8485,539.1655,804.3332,790.8629,652.7820
26,661.4239,661.0378,651.7722,721.8620,710.8432,616.0550,698.0504,685.9069,615.7319,593.0020,586.0028,522.4554,804.3332,770.7009,637.6010
27,661.4239,653.0973,537.9236,721.8620,711.9693,638.9530,698.0504,687.0056,615.7319,593.0020,590.8485,539.1655,804.3332,781.7973,649.6237
28,661.4239,654.6507,622.5742,721.8620,718.4134,699.8813,698.0504,689.4641,557.1491,593.0020,593.0020,593.0020,804.3332,785.3839,677.0432
29,661.4239,658.5462,622.5742,721.8620,717.6331,656.0533,698.0504,693.8797,655.2450,593.0020,590.3416,526.4932,804.3332,795.3238,725.2014
30,661.4239,645.7963,542.6819,721.8620,715.2117,671.6794,698.0504,689.1991,564.7521,593.0020,586.5416,539.1655,804.3332,791.3200,705.2758
31,661.4239,658.3159,622.5742,721.8620,710.8855,611.3537,698.0504,688.4033,615.7319,593.0020,588.6951,539.1655,804.3332,794.6332,710.4136
32,661.4239,659.8699,622.5742,721.8620,708.1349,642.4722,698.0504,679.3945,600.1108,593.0020,578.7836,539.1655,804.3332,784.3560,710.4136
33,661.4239,653.6540,622.5742,721.8620,709.0928,644.0628,698.0504,690.4255,532.0117,593.0020,577.9036,539.1655,804.3332,777.0496,676.1261
34,661.4239,656.8601,586.1792,721.8620,713.6150,669.2443,698.0504,697.5587,685.7577,593.0020,586.5416,539.1655,804.3332,783.8368,704.1277
35,661.4239,656.7619,622.5742,721.8620,710.5440,633.0816,698.0504,696.8381,685.7577,593.0020,582.7760,539.1655,804.3332,780.8214,656.8297
36,661.4239,653.3759,537.9236,721.8620,716.7215,686.7806,698.0504,693.1246,664.7625,593.0020,579.8914,534.4192,804.3332,796.8196,710.4136
37,661.4239,658.3159,622.5742,721.8620,707.8545,582.7787,698.0504,690.2101,615.7319,593.0020,584.3921,539.1655,804.3332,784.2916,710.4136
38,707.8121,661.3342,623.2517,721.8620,714.8422,664.2304,698.0504,686.7794,615.7319,593.0020,589.2955,539.1655,804.3332,796.1214,695.8341
39,707.8121,660.7528,506.0367,721.8620,713.9514,644.9785,698.0504,692.1889,615.7319,593.0020,584.9925,539.1655,804.3332,792.1840,688.4430
40,707.8121,693.3418,661.4239,741.0354,718.3737,680.5531,698.0504,695.7766,665.7914,593.0020,581.3466,516.9633,804.3332,795.0810,710.4136
41,707.8121,706.2818,669.5559,741.0354,718.3032,693.2352,698.0504,697.0670,685.7577,593.0020,584.9885,539.1655,804.3332,802.4496,757.2435
42,707.8121,699.7641,584.3118,741.0354,725.0311,666.9439,698.0504,693.1244,650.0902,593.0020,593.0020,593.0020,804.3332,800.5764,710.4136
43,707.8121,704.7041,668.9623,741.0354,722.7936,585.2480,698.0504,690.3991,596.0383,593.0020,581.9867,532.9667,804.3332,798.4673,710.4136
44,707.8121,699.7641,584.3118,741.0354,738.8576,699.8813,698.0504,682.7394,505.8705,593.0020,593.0020,593.0020,804.3332,802.2241,751.6059
45,707.8121,704.7041,668.9623,745.5313,738.3625,683.0076,698.0504,690.7059,615.7319,612.4769,591.5826,538.0430,804.3332,792.6287,699.5602
46,707.8121,701.6943,632.5674,745.5313,736.4491,673.6676,698.0504,690.7275,650.2846,612.4769,587.6765,539.1655,804.3332,800.5764,710.4136
47,707.8121,689.0663,584.3118,745.5313,737.6072,677.0005,698.0504,677.8112,585.7628,612.4769,593.3242,539.1655,804.3332,797.3813,710.4136
48,707.8121,703.1501,668.9623,761.8996,745.8263,741.0354,698.0504,691.4383,608.3310,612.4769,612.4769,612.4769,804.3332,797.8010,710.4136
49,707.8121,704.7041,668.9623,761.8996,748.8049,745.5313,698.0504,698.0504,698.0504,612.4769,591.0359,539.1655,804.3332,800.4930,726.2775
50,707.8121,704.7041,668.9623,761.8996,756.8495,701.1216,698.0504,694.9526,664.7625,612.4769,606.8690,539.1655,804.3332,800.5764,710.4136
51,707.8121,699.7641,584.3118,761.8996,756.1660,634.9271,698.0504,692.5587,633.5472,612.4769,599.4847,539.1655,804.3332,789.3061,710.4136
52,707.8121,701.5961,668.9623,761.8996,761.8996,761.8996,727.1385,691.6639,615.7319,612.4769,593.2383,529.6549,804.3332,804.3332,804.3332
53,707.8121,703.5802,640.8637,761.8996,761.8996,761.8996,727.1385,698.8840,645.3440,612.4769,604.1317,539.1655,804.3332,799.0670,710.4136
54,707.8121,698.6061,633.0625,761.8996,757.1990,677.1210,727.1385,716.1263,685.7577,612.4769,603.6795,539.1655,804.3332,804.3332,804.3332
55,707.8121,699.7641,584.3118,761.8996,759.9354,745.5313,730.7698,725.2820,692.3287,612.4769,606.6120,539.1655,804.3332,791.7961,594.7550
56,707.8121,704.0598,652.8542,761.8996,761.8996,761.8996,730.7698,717.4094,614.8508,612.4769,606.6120,539.1655,804.3332,792.6287,699.5602
57,707.8121,688.6126,584.3118,761.8996,761.8996,761.8996,730.7698,723.0743,644.8199,612.4769,606.6120,539.1655,804.3332,803.4289,781.7247
58,707.8121,699.1993,647.8911,761.8996,761.2449,745.5313,730.7698,723.0908,635.8727,612.4769,612.3942,610.4105,804.3332,793.2802,663.8705
59,707.8121,701.9293,668.9623,761.8996,761.8996,761.8996,730.7698,726.4710,681.4641,612.4769,612.4769,612.4769,804.3332,800.5764,710.4136
60,707.8121,704.7041,668.9623,761.8996,761.2449,745.5313,730.7698,728.1606,681.4641,612.4769,612.4769,612.4769,804.3332,793.0629,710.4136
61,707.8121,702.8721,584.3118,761.8996,761.8996,761.8996,730.7698,726.1529,681.4641,612.4769,612.4769,612.4769,804.3332,785.5493,710.4136
62,707.8121,700.9943,668.9623,761.8996,761.8996,761.8996,730.7698,728.7975,681.4641,612.4769,612.4769,612.4769,804.3332,787.7997,661.7208
63,707.8121,707.5334,700.8462,761.8996,761.2449,745.5313,730.7698,730.7698,730.7698,612.4769,609.5444,539.1655,804.3332,797.4729,699.9553
64,707.8121,707.8121,707.8121,761.8996,755.9674,692.8492,730.7698,730.7698,730.7698,612.4769,611.6687,592.2721,804.3332,804.3332,804.3332
65,707.8121,707.0039,687.6073,761.8996,755.4615,688.3709,730.7698,728.7975,681.4641,612.4769,604.6263,539.1655,804.3332,799.8874,693.1881
66,707.8121,704.7041,668.9623,761.8996,758.7141,731.3666,730.7698,728.7975,681.4641,612.4769,607.6292,539.1655,804.3332,801.2622,727.5567
67,707.8121,699.8030,662.9852,761.8996,756.2005,676.9893,730.7698,713.7541,658.9470,612.4769,609.5444,539.1655,804.3332,804.3332,804.3332
68,707.8121,704.7041,668.9623,761.8996,756.7652,699.0131,730.7698,726.4542,672.1870,612.4769,597.3856,539.1655,804.3332,794.4763,710.4136
69,707.8121,705.4499,668.9623,761.8996,756.1989,703.3168,730.7698,726.8253,681.4641,612.4769,605.1687,539.1655,804.3332,800.5764,710.4136
70,707.8121,702.9982,646.5194,761.8996,757.3454,713.5168,730.7698,728.8904,683.7850,612.4769,597.1175,539.1655,804.3332,792.6656,700.4831
71,707.8121,698.2101,584.3118,761.8996,760.5901,745.5313,730.7698,723.5020,645.6981,612.4769,594.8822,539.1655,804.3332,792.0818,678.5622
72,707.8121,691.9711,506.0367,761.8996,759.5900,720.5274,730.7698,729.4000,696.5265,612.4769,594.8822,539.1655,804.3332,793.9632,706.1312
73,707.8121,694.7193,593.3763,761.8996,758.4026,690.8429,730.7698,720.0659,622.8813,612.4769,606.6120,539.1655,804.3332,790.9612,737.2042
74,707.8121,702.5607,654.2282,761.8996,757.3639,681.2447,730.7698,725.9194,681.4641,612.4769,607.3713,539.1655,804.3332,794.3401,710.4136
75,710.2158,701.2067,634.2611,761.8996,761.8996,761.8996,730.7698,727.9374,681.4641,612.4769,609.5484,539.2647,804.3332,786.2392,643.2568
76,710.2158,697.0407,584.3118,761.8996,761.8996,761.8996,730.7698,729.8638,708.1219,612.4769,606.6120,539.1655,804.3332,789.2639,710.4136
77,710.2158,693.4347,639.9448,761.8996,761.1058,742.0550,730.7698,727.2021,683.7850,612.4769,609.5444,539.1655,804.3332,792.0164,710.4136
78,710.2158,691.6038,584.3118,761.8996,758.0299,720.6899,736.4915,728.1205,681.4641,612.4769,609.5444,539.1655,804.3332,794.8574,689.9231
79,710.2158,703.9021,668.9623,761.8996,759.2243,711.3860,736.4915,719.7037,584.1431,612.4769,609.5444,539.1655,804.3332,781.8501,710.4136
80,710.2158,709.6585,703.2499,761.8996,760.7127,732.2275,736.4915,732.8391,708.1219,612.4769,612.4769,612.4769,804.3332,800.5764,710.4136
81,710.2158,710.2158,710.2158,761.8996,761.8996,761.8996,736.4915,734.4317,730.7698,612.4769,604.1644,532.5846,804.3332,800.0284,696.7134
82,710.2158,710.2158,710.2158,761.8996,761.2449,745.5313,736.4915,734.9463,703.5839,612.4769,609.5444,539.1655,804.3332,791.0408,663.8927
83,710.2158,706.9155,668.9623,761.8996,760.5901,745.5313,762.0600,731.8251,681.4641,612.4769,606.6120,539.1655,804.3332,795.4448,711.8529
84,710.2158,706.3675,655.2616,761.8996,755.9623,651.7730,762.0600,723.9084,651.4950,612.4769,603.6795,539.1655,804.3332,792.1596,669.3848
85,710.2158,708.2870,668.9623,761.8996,760.3674,723.5946,762.0600,734.2329,681.4641,612.4769,609.5444,539.1655,804.3332,791.4047,669.0475
86,710.2158,710.2158,710.2158,761.8996,759.8604,710.9183,762.0600,750.9306,652.5698,612.4769,612.4769,612.4769,804.3332,778.3268,620.6942
87,713.4304,710.3444,710.2158,761.8996,760.5065,743.4392,762.0600,751.1369,681.4641,612.4769,609.5484,539.2647,804.3332,792.5584,703.2672
88,713.4304,710.5405,680.4680,761.8996,757.9049,679.9320,762.0600,762.0600,762.0600,612.4769,607.6292,539.1655,804.3332,794.0445,710.4136
89,713.4304,708.8093,672.1769,761.8996,753.0019,574.2861,762.0600,762.0600,762.0600,612.4769,606.6120,539.1655,804.3332,794.4308,710.3263
90,713.4304,710.9569,663.1987,761.8996,760.5901,745.5313,762.0600,760.8084,730.7698,612.4769,605.6412,539.1655,804.3332,796.8196,710.4136
91,713.4304,713.4304,713.4304,800.6378,762.1397,745.5313,762.0600,757.2825,730.7698,612.4769,606.4237,539.1655,804.3332,804.3332,804.3332
92,713.4304,713.4304,713.4304,800.6378,771.7747,745.5313,762.0600,757.6774,683.7850,612.4769,606.0512,539.1655,804.3332,797.9773,710.4136
93,713.4304,713.4304,713.4304,800.6378,792.9784,710.9183,762.0600,762.0600,762.0600,671.1628,611.8919,539.1655,804.3332,781.0607,673.6159
94,713.4304,713.4304,713.4304,800.6378,797.0490,710.9183,762.0600,759.5568,730.7698,671.1628,614.0915,539.1655,804.3332,794.1728,723.0609
95,713.4304,705.5059,587.5264,800.6378,797.8023,729.7506,762.0600,757.1496,702.8496,671.1628,640.8585,599.1327,804.3332,804.3332,804.3332
96,713.4304,713.4304,713.4304,801.7543,796.6478,736.2030,762.0600,759.5568,730.7698,671.1628,663.0017,539.1655,804.3332,792.8325,661.1315
97,713.4304,711.7803,672.1769,801.7543,796.7517,740.5979,762.0600,756.6157,688.5313,671.1628,663.4675,597.8514,804.3332,795.1200,727.5567
98,713.4304,711.3865,662.3338,801.7543,797.3054,749.8275,762.0600,748.2580,549.1204,671.1628,666.9432,597.8514,819.7883,790.0059,677.8092
99,713.4304,708.4800,672.1769,801.7543,801.2184,800.6378,762.0600,757.6774,683.7850,671.1628,668.2304,597.8514,819.7883,772.9042,668.5227
100,713.4304,706.8298,672.1769,801.7543,800.2048,763.0161,762.0600,753.9897,681.4641,671.1628,659.4330,597.8514,819.7883,795.2148,727.5567
101,713.4304,711.7803,672.1769,801.7543,801.7543,801.7543,762.0600,746.4701,633.3893,671.1628,671.1628,671.1628,819.7883,784.5334,666.3987
102,713.4304,713.4304,713.4304,801.7543,801.7543,801.7543,762.0600,753.7258,703.5412,671.1628,668.2304,597.8514,819.7883,811.8582,741.5926
103,713.4304,708.5352,672.1769,801.7543,801.7543,801.7543,762.0600,760.8084,730.7698,671.1628,668.2304,597.8514,819.7883,807.6178,751.1882
104,713.4304,701.3737,632.1581,801.7543,799.7470,763.0161,762.0600,752.7990,647.7214,671.1628,659.2432,593.1051,819.7883,808.7610,739.8887
105,713.4304,701.0023,650.2486,801.7543,801.7543,801.7543,762.0600,753.4050,681.4641,671.1628,664.7428,597.8514,819.7883,809.1252,751.1882
106,713.4304,708.3942,587.5264,801.7543,800.4966,770.3101,762.0600,754.2203,682.1677,671.1628,655.9105,597.8292,825.1200,801.0987,690.2164
107,745.5936,702.7448,587.5264,801.7543,797.2938,761.9184,762.0600,760.7171,730.7698,671.1628,665.6908,597.8514,825.1200,784.3364,706.7315
108,745.5936,712.0426,611.8557,801.7543,796.4005,720.6627,762.0600,760.8084,730.7698,671.1628,648.8607,561.5880,825.1200,790.9373,734.9479
109,745.5936,720.7972,630.9890,801.7543,796.7290,721.8996,762.0600,762.0600,762.0600,671.1628,651.2874,597.8514,825.1200,811.1052,734.9479
110,745.5936,744.3071,713.4304,801.7543,792.9595,733.3440,762.0600,762.0600,762.0600,671.1628,668.2304,597.8514,825.1200,808.5098,695.2155
111,745.5936,742.0147,704.3401,801.7543,800.8388,790.3099,762.0600,762.0600,762.0600,671.1628,657.4865,597.8514,825.1200,818.0889,751.1882
112,767.0191,746.4506,745.5936,801.7543,801.2965,790.3099,762.0600,762.0600,762.0600,671.1628,668.2304,597.8514,825.1200,815.4773,718.1147
113,767.0191,749.1308,698.6088,801.7543,801.2965,790.3099,762.0600,758.5937,708.3090,671.1628,662.3694,597.8514,825.1200,813.1931,733.9627
114,767.0191,755.2256,685.7468,801.7543,800.8388,790.3099,762.0600,760.8084,730.7698,671.1628,671.1628,671.1628,825.1200,819.2141,751.1882
115,767.0191,766.1621,745.5936,801.7543,798.5601,733.3440,762.0600,760.7697,729.8010,671.1628,656.5006,597.8514,825.1200,809.4968,579.8093
116,767.0191,763.7682,685.7468,801.7543,797.7397,751.5717,762.0600,759.5568,730.7698,671.1628,660.1924,597.8514,825.1200,821.2462,776.6975
117,767.0191,763.7682,685.7468,801.7543,797.0851,740.4533,762.0600,757.5977,713.0815,671.1628,663.6040,597.9507,825.1200,820.8240,776.6975
118,767.0191,754.0156,685.7468,801.7543,801.2965,790.3099,762.0600,752.1012,692.8349,671.1628,671.1628,671.1628,825.1200,811.6760,699.2223
119,767.0191,763.7682,685.7468,801.7543,801.7543,801.7543,762.0600,749.0812,558.7515,671.1628,668.2304,597.8514,825.1200,821.2462,776.6975
120,767.0191,763.8234,687.1268,801.7543,801.1033,790.3099,762.6536,756.2268,709.5077,671.1628,668.2304,597.8514,825.1200,819.3093,776.6975
121,767.0191,762.6863,705.7488,801.7543,801.7543,801.7543,762.6536,749.9161,701.8755,671.1628,668.2344,597.9507,825.1200,825.1200,825.1200
122,767.0191,758.6353,685.7468,801.7543,801.7543,801.7543,762.6536,742.4939,607.5312,671.1628,668.2304,597.8514,825.1200,821.2462,776.6975
123,767.0191,759.6796,664.8040,801.7543,801.2965,790.3099,762.6536,747.5492,681.8028,671.1628,665.2979,597.8514,825.1200,824.0374,808.6096
124,767.0191,767.0191,767.0191,801.7543,801.7543,801.7543,762.6536,756.3004,681.4641,671.1628,659.1131,589.8547,825.1200,820.0771,699.0491
125,767.0191,767.0191,767.0191,801.7543,801.7543,801.7543,762.6536,756.4331,696.6855,671.1628,653.2482,589.8547,825.1200,823.1831,776.6975
126,767.0191,760.5174,685.7468,801.7543,801.7543,801.7543,762.6536,757.6816,713.3479,671.1628,667.0485,597.8514,825.1200,821.5468,735.7913
127,767.0191,764.7228,709.6101,801.7543,801.2714,789.6818,762.6536,762.6536,762.6536,682.5847,670.3326,638.9838,825.1200,823.1831,776.6975
128,767.0191,764.2827,698.6088,801.7543,801.7543,801.7543,762.6536,755.8474,699.0019,682.5847,671.4350,638.9838,825.1200,814.4105,709.3166
129,767.0191,764.2515,697.8276,805.3703,799.4999,753.2228,762.6536,759.4060,713.3479,682.5847,677.7260,638.9838,825.1200,813.9282,739.0169
130,767.0191,758.6885,685.7468,811.6191,800.8612,782.3887,762.6536,748.2123,514.6962,682.5847,680.4424,629.0275,825.1200,819.9874,745.2276
131,767.0191,760.5174,685.7468,815.2351,802.8809,764.0737,762.6536,749.8557,681.4641,693.0187,683.0021,682.5847,825.1200,818.2065,749.1287
132,767.0191,764.2000,696.5399,815.2351,806.0139,782.3887,762.6536,753.9897,681.4641,693.0187,679.8058,570.2486,825.1200,815.5154,695.4252
133,767.0191,767.0191,767.0191,815.2351,807.8158,742.5686,762.6536,757.6077,668.3903,693.0187,675.5575,609.2733,825.1200,815.4355,776.6975
134,767.0191,760.1393,685.7468,818.2323,814.1080,793.9259,762.6536,752.4768,681.4641,693.0187,689.2515,609.2733,825.1200,821.2462,776.6975
135,767.0191,765.8849,757.5673,818.2323,813.4954,793.9259,762.6536,762.6536,762.6536,693.0187,684.2213,619.7073,825.1200,824.4595,808.6096
136,767.0191,748.9855,685.7468,818.2323,812.2117,758.0265,762.6536,762.6536,762.6536,693.0187,690.9885,642.2645,825.1200,818.5823,736.5671
137,767.0191,757.2665,685.7468,818.2323,816.5160,793.9259,762.6536,760.6813,713.3479,693.0187,690.0863,619.7073,825.1200,821.2462,776.6975
138,767.0191,761.8862,685.7468,818.2323,816.0833,779.4941,762.6536,756.7369,713.3479,693.0187,687.1538,619.7073,825.1200,821.2462,776.6975
139,767.0191,750.0221,685.7468,818.2323,817.6329,815.2351,762.6536,750.4368,650.6706,693.0187,686.0965,619.7073,825.1200,813.6100,699.0491
140,767.0191,749.5249,637.5681,818.2323,812.7343,739.3638,762.6536,758.8087,698.4161,693.0187,686.1469,619.7073,825.1200,809.6784,686.3555
141,767.0191,748.5165,616.8008,818.2323,810.6937,745.2642,762.6536,756.7369,713.3479,693.0187,687.1214,618.8964,825.1200,812.8506,737.5860
142,767.0191,738.1885,613.1770,818.2323,816.2250,768.0497,762.6536,752.3606,642.9617,693.0187,690.0863,619.7073,825.1200,799.2214,690.2164
143,767.0191,730.8961,601.0963,818.2323,818.2323,818.2323,762.6536,754.5555,641.3902,693.0187,685.6642,616.9461,825.1200,819.6468,736.7146
144,767.0191,744.7225,602.4896,818.2323,817.3168,806.7879,762.6536,757.4338,713.3479,693.0187,676.3232,619.7073,825.1200,801.2330,644.3790
145,767.0191,738.3546,511.5791,818.2323,816.3824,783.4290,762.6536,752.9368,583.5022,693.0187,680.9289,619.7073,825.1200,804.3816,700.1493
146,767.0191,749.6144,601.0963,818.2323,816.3445,793.9259,762.6536,758.1118,698.4161,693.0187,677.9705,619.7073,825.1200,809.6414,631.8455
147,767.0191,732.0353,602.4896,818.2323,814.3383,743.7704,762.6536,760.6813,713.3479,693.0187,685.1620,619.7073,825.1200,806.4911,671.6672
148,767.0191,744.1041,602.4896,818.2323,813.6819,754.6541,762.6536,762.6536,762.6536,693.0187,681.2889,619.7073,825.1200,819.3093,776.6975
149,767.0191,760.5174,685.7468,818.2323,813.6633,726.8956,762.6536,759.5546,685.1784,693.0187,684.0492,615.4045,825.1200,813.5134,719.3359
150,767.0191,760.5174,685.7468,818.2323,817.7746,806.7879,762.6536,761.3782,730.7698,693.0187,687.9204,619.7073,825.1200,805.3546,629.0813
151,767.0191,748.6432,685.7468,818.2323,818.2323,818.2323,762.6536,760.2033,706.3158,693.0187,687.1538,619.7073,825.1200,804.6787,560.8563
152,767.0191,747.2993,601.0963,818.2323,818.2323,818.2323,762.6536,754.4868,590.3683,693.0187,684.2213,619.7073,825.1200,805.1483,672.3196
153,767.0191,763.8881,688.7441,818.2323,816.6828,779.4941,762.6536,755.5799,713.3479,693.0187,689.9033,651.8863,825.1200,819.4469,731.7151
154,767.0191,758.7764,628.4362,818.2323,812.4511,723.8847,762.6536,754.3936,704.0708,693.0187,673.3042,609.3726,825.1200,811.2458,715.9195
155,767.0191,757.3177,685.7468,818.2323,808.8189,741.9007,762.6536,753.5186,634.8489,693.0187,654.5554,609.3726,825.1200,815.4355,776.6975
156,767.0191,758.5499,685.7468,818.2323,806.1073,661.2482,762.6536,746.2799,584.7722,693.0187,673.1507,562.8749,825.1200,810.9435,672.3196
157,767.0191,763.7682,685.7468,818.2323,810.8035,763.0875,762.6536,747.7425,651.4950,696.1676,673.5125,573.0099,825.1200,806.6247,727.2041
158,767.0191,763.7682,685.7468,818.2323,813.3372,768.0497,762.6536,758.1306,713.3479,696.1676,658.4390,554.7302,825.1200,813.8630,737.3856
159,767.0191,763.7682,685.7468,818.2323,815.8867,793.9259,762.6536,758.1306,713.3479,696.1676,660.0080,609.3726,825.1200,818.9517,719.3359
160,767.0191,749.6701,602.4896,818.2323,810.8187,738.0681,762.6536,749.8695,681.4641,696.1676,660.9950,573.0099,825.1200,809.2676,700.1493
161,767.0191,750.2423,588.3946,818.2323,817.7746,806.7879,762.6536,754.1444,671.9335,696.1676,661.9907,573.0099,825.1200,823.1831,776.6975
162,767.0191,753.0004,685.7468,818.2323,817.7746,806.7879,762.6536,758.1306,713.3479,696.1676,679.1673,509.5595,825.1200,817.8191,776.6975
163,767.0191,749.8620,656.9895,818.2323,811.2597,742.3939,762.6536,750.8825,634.8489,696.1676,683.7354,609.3726,825.1200,817.0040,719.0659
164,767.0191,767.0191,767.0191,818.2323,811.4158,749.3536,762.6536,757.1720,674.9192,696.1676,690.8724,609.3726,825.1200,815.8375,738.3262
165,767.0191,757.4658,609.4569,818.2323,815.8392,769.8495,762.6536,745.7063,633.4556,696.1676,693.5253,630.1083,825.1200,821.2462,776.6975
166,767.0191,758.5551,685.7468,818.2323,812.0008,751.8490,762.6536,741.7476,713.3479,696.1676,687.3994,581.5985,825.1200,822.5226,776.6975
167,767.0191,767.0191,767.0191,818.2323,816.4873,774.6061,762.6536,747.7417,672.9341,696.1676,679.1470,586.3448,825.1200,822.0404,748.1317
168,767.0191,760.5174,685.7468,818.2323,815.3815,769.8495,762.6536,740.9541,593.2485,696.1676,696.1676,696.1676,825.1200,824.1217,808.6096
169,767.0191,747.4344,602.4896,818.2323,812.8332,733.2592,762.6536,745.8406,674.3275,696.1676,684.8860,574.8987,825.1200,823.1831,776.6975
170,767.0191,760.5174,685.7468,818.2323,815.3983,758.8249,762.6536,750.1014,691.9987,696.1676,692.6958,609.3726,825.1200,816.6810,736.4996
171,767.0191,757.2665,685.7468,818.2323,816.2250,779.4941,762.6536,748.5729,672.9341,696.1676,689.2240,609.3726,825.1200,820.5857,776.6975
172,767.0191,763.7682,685.7468,818.2323,805.6609,728.5129,762.6536,753.2486,704.0708,696.1676,682.5545,573.0099,825.1200,820.1035,748.1317
173,767.0191,762.6256,685.7468,818.2323,817.3168,806.7879,762.6536,745.5630,698.2998,696.1676,682.3758,609.3726,825.1200,820.1434,749.1287
174,767.0191,757.4841,685.7468,818.2323,817.7746,806.7879,762.6536,749.0165,633.4556,696.1676,690.7713,609.3726,825.1200,821.2462,776.6975
175,767.0191,763.7682,685.7468,818.2323,814.3109,731.6419,762.6536,741.1697,611.5583,696.1676,692.6958,609.3726,825.1200,810.1285,700.3658
176,767.0191,758.5949,685.7468,818.2323,813.9486,731.6419,762.6536,744.2579,624.7960,696.1676,687.2836,560.8628,825.1200,810.6251,704.8617
177,767.0191,764.0771,693.4682,818.2323,815.4045,793.9259,762.6536,750.8418,661.3361,696.1676,682.2804,609.3726,825.1200,812.4782,751.1882
178,767.0191,763.7682,685.7468,818.2323,810.3606,730.2619,762.6536,755.2903,713.3479,696.1676,678.8086,609.3726,825.1200,808.0169,736.4996
179,767.0191,760.5174,685.7468,818.2323,815.3095,768.0497,762.6536,758.2072,683.3788,696.1676,696.1676,696.1676,825.1200,811.5024,700.5007
