generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
1,408.2305,264.2647,150.8667,519.1330,317.4748,157.7486,450.0561,301.9544,146.6334,455.1736,291.8130,137.1500,529.1975,321.3631,149.4568
2,455.3230,291.4546,157.5050,519.1330,386.9882,167.9893,471.6520,345.9140,169.8309,518.9297,343.8908,169.5129,529.1975,402.9309,191.3928
3,512.5821,323.9266,187.5875,546.5108,461.3674,281.5103,492.0093,401.1189,221.2660,518.9297,382.7147,179.0750,545.0723,477.0213,194.5486
4,512.5821,349.9060,182.2802,546.5108,498.9541,326.7884,505.8497,431.1916,265.1689,522.8830,424.7984,249.5593,572.1281,507.2287,316.6481
5,555.5119,389.8582,196.8976,546.5108,510.0260,416.2501,505.8497,454.3964,262.8512,528.1743,438.9967,182.4681,597.9304,523.3475,361.5098
6,555.5119,425.1121,247.6258,546.5108,513.4302,418.6764,511.9781,457.9184,302.5807,528.1743,457.8895,303.5864,597.9304,539.4985,360.9531
7,555.5119,450.5952,275.5886,546.5108,510.2072,390.5217,536.3744,470.9336,305.1489,543.4808,487.8605,353.2251,597.9304,552.6605,458.0938
8,555.5119,477.8010,290.5806,546.5108,514.3572,382.8181,544.7197,478.4875,265.8615,561.3668,505.2983,341.8145,597.9304,566.1516,493.5858
9,555.5119,487.1722,324.1739,546.5108,510.7933,340.8873,549.0414,491.5379,334.7814,561.3668,517.0993,412.3405,597.9304,580.3201,510.4870
10,555.5119,512.8493,374.4165,546.5108,499.6900,365.0015,549.0414,506.2596,429.3996,561.3668,526.0184,399.5922,597.9304,589.7525,488.3340
11,555.5119,521.9934,350.5695,546.5108,495.0794,364.8298,552.3564,509.2773,347.2752,573.4914,535.1946,443.0205,597.9304,592.5849,510.4870
12,570.1596,530.2193,407.6730,572.7797,500.7018,400.7583,557.7250,510.0070,429.4714,573.4914,539.6831,416.8092,597.9304,595.4228,499.6966
13,570.1596,540.4836,443.1048,572.7797,497.3788,390.4814,564.6720,522.6348,436.3492,585.6019,552.1707,445.4244,597.9304,596.2021,537.8176
14,570.1596,545.3515,384.3329,589.9081,500.5683,369.6024,564.6720,525.3347,376.1936,585.6019,549.4624,451.9678,597.9304,596.8733,540.0730
15,585.2507,550.5038,464.6061,589.9081,503.0131,366.3892,564.6720,531.3353,425.4239,603.0385,556.6183,453.6649,597.9304,593.2345,495.7038
16,585.2507,560.6832,498.8359,589.9081,532.5451,381.4728,564.6720,530.8790,424.9969,603.0385,565.3482,387.6251,597.9304,591.1673,509.8163
17,585.2507,562.7207,456.4008,589.9081,552.8513,428.4149,564.6720,540.1497,454.0018,603.0385,564.8862,390.7446,597.9304,595.9377,529.1975
18,597.9304,565.1564,479.6147,589.9081,549.0989,416.1719,564.6720,545.2048,381.8418,603.0385,578.7820,455.0393,597.9304,594.8204,529.1975
19,597.9304,573.8514,492.6446,589.9081,553.2028,407.2838,564.6720,544.5221,434.9475,603.0385,581.4650,438.2533,597.9304,594.2821,495.8005
20,597.9304,579.0658,492.8980,589.9081,551.3383,384.7242,564.6720,553.2871,470.4405,603.0385,592.9047,530.5403,597.9304,594.4640,497.6266
21,597.9304,582.7417,527.4881,590.4475,548.3993,410.3966,564.6720,556.5453,451.2545,603.0385,598.2227,525.7769,597.9304,593.4313,459.6617
22,597.9304,582.6999,440.4437,590.4475,561.4025,416.1719,564.6720,559.2725,490.0292,603.0385,597.3833,434.0798,597.9304,594.9565,529.4510
23,597.9304,586.4221,516.3558,590.4475,568.8881,424.9222,564.6720,560.8863,454.4049,603.0385,597.1086,497.8882,597.9304,593.0971,468.1590
24,597.9304,587.4779,531.1804,590.4475,572.9492,403.9258,564.6720,561.6461,492.9037,603.0385,601.4416,529.2693,597.9304,596.5557,529.1975
25,597.9304,590.4487,520.4154,590.4475,575.3583,455.8706,564.6720,562.0608,470.3084,603.0385,600.5752,518.3411,597.9304,596.7365,529.1975
26,597.9304,593.0502,531.3689,590.4475,575.1857,509.9476,564.6720,558.9681,406.5544,603.0385,597.9162,395.9773,597.9304,596.7806,482.9534
27,597.9304,593.1467,532.8692,590.4475,575.7824,478.6072,564.6720,557.8432,442.6981,603.0385,599.5839,539.9941,597.9304,596.0015,529.1975
28,597.9304,593.5373,521.7414,590.4475,574.8875,509.9476,564.6720,559.9915,496.8777,603.0385,598.5229,432.9793,597.9304,597.1553,520.4154
29,597.9304,593.5955,485.0100,590.4475,575.2304,445.3870,564.6720,563.0802,496.8777,603.0385,598.6259,435.1242,597.9304,596.8463,529.1975
30,597.9304,594.1533,547.2724,590.4475,577.7271,498.6527,564.6720,558.5864,482.0454,603.0385,599.0311,488.7288,597.9304,595.7973,502.1417
31,597.9304,596.3802,541.1929,590.4475,580.5340,526.3988,564.6720,560.0856,496.8777,603.0385,597.6618,438.7735,597.9304,597.2431,529.1975
32,597.9304,595.3534,490.6498,590.4475,582.9434,495.8005,564.6720,561.1654,492.9037,603.0385,594.9443,458.9444,597.9304,596.9377,498.6629
33,597.9304,595.3426,459.0613,590.4475,584.7783,516.2337,564.6720,559.4479,487.4105,603.0385,593.7608,455.0393,597.9304,596.7174,476.6272
34,597.9304,593.6937,506.8489,590.4475,588.5070,516.2337,564.6720,561.6614,493.3484,603.0385,595.9936,447.2514,597.9304,596.8903,557.7518
35,597.9304,592.3377,503.5668,590.4475,588.1994,530.3221,564.6720,558.4811,469.6376,603.0385,598.0565,495.5102,597.9304,595.5206,529.1975
36,597.9304,592.4597,517.9811,590.4475,584.2190,508.8963,564.6720,558.9781,495.7771,603.0385,597.7066,503.1118,597.9304,596.2941,510.4870
37,597.9304,593.2236,513.2874,590.4475,583.3936,480.8291,564.6720,560.7157,497.9221,603.0385,596.9396,511.3794,597.9304,597.9304,597.9304
38,597.9304,595.2225,481.0173,590.4475,586.0826,497.6067,564.6720,560.0629,492.9037,603.0385,598.7786,484.3842,597.9304,597.2970,547.2724
39,597.9304,595.8867,455.0413,590.4475,585.3817,515.1039,564.6720,558.8418,482.0454,603.0385,598.3743,472.5633,597.9304,595.2771,522.5868
40,597.9304,592.2723,463.6350,590.4475,588.5374,530.8616,564.6720,560.6389,492.9037,603.0385,596.0538,456.4993,597.9304,596.2619,523.9128
41,597.9304,592.4992,487.7174,590.4475,588.5292,526.3988,564.6720,561.5455,487.1570,603.0385,595.7333,389.9194,597.9304,595.8156,525.1900
42,597.9304,594.6456,520.6689,590.4475,588.5487,526.3988,564.6720,560.4829,496.8777,603.0385,595.5348,424.3591,597.9304,596.4170,547.2724
43,597.9304,594.0912,514.3318,590.4475,588.9938,526.3988,564.6720,562.3482,492.9037,603.0385,596.9020,488.7288,597.9304,595.0373,496.8589
44,597.9304,594.3338,514.3318,590.4475,587.8859,526.3988,564.6720,562.8248,487.4105,603.0385,595.3603,466.4019,597.9304,595.0382,511.8072
45,597.9304,596.8166,552.0898,590.4475,589.2763,547.7704,564.6720,561.3378,482.0454,603.0385,596.7752,511.3407,597.9304,595.8452,512.4678
46,597.9304,596.2501,529.4510,590.4475,587.3721,526.3988,564.6720,559.5238,492.9037,603.0385,600.0813,551.6453,597.9304,597.0638,558.0374
47,597.9304,593.8452,520.6689,590.4475,587.9768,526.3988,564.6720,559.5839,447.5215,603.0385,600.3185,511.3794,597.9304,595.0110,470.5552
48,597.9304,592.7341,473.2444,590.4475,589.0910,519.1239,564.6720,559.4357,439.3740,603.0385,600.2988,479.8723,597.9304,594.2687,495.8005
49,597.9304,595.6661,482.2243,590.4475,588.8430,558.2820,564.6720,558.3308,484.8948,603.0385,600.1137,488.7288,597.9304,596.2251,531.0657
50,597.9304,596.7206,530.1361,590.4475,589.6649,554.5461,570.1596,558.8248,492.9037,603.0385,598.1324,513.2422,597.9304,597.5499,559.8777
51,597.9304,595.7704,547.2724,590.4475,588.5147,510.4870,570.1596,557.9439,492.9037,603.0385,600.7813,452.5065,597.9304,597.3888,543.7735
52,597.9304,596.6552,548.1578,590.4475,588.4450,475.0049,570.1596,561.8745,493.3484,603.0385,597.2917,380.7113,597.9304,593.7308,470.5552
53,597.9304,594.3861,501.5210,590.4475,586.8714,526.3988,570.1596,556.5567,487.1570,603.0385,597.8108,453.6436,597.9304,595.6221,441.9233
54,597.9304,595.6044,463.6350,590.4475,588.4681,534.6331,570.1596,559.2988,496.8777,603.0385,600.9977,551.6453,597.9304,594.9927,547.2724
55,597.9304,595.6452,497.1124,590.4475,587.8124,490.4951,570.1596,560.2161,445.0631,603.0385,599.4454,526.7197,597.9304,597.0677,547.2724
56,597.9304,595.6218,534.1351,590.4475,588.7940,547.5169,570.1596,562.3143,431.0554,603.0385,599.5067,526.3164,597.9304,595.7847,521.9949
57,597.9304,596.5542,551.0955,590.4475,589.4826,558.2820,570.1596,564.6784,527.9328,603.0385,596.2921,463.1890,597.9304,596.8583,490.7197
58,597.9304,594.4532,514.5498,590.4475,587.2880,473.8390,570.1596,564.3771,484.8876,603.0385,597.2129,511.4418,597.9304,596.0708,510.4870
59,597.9304,595.7825,549.4438,590.4475,588.7458,526.3988,570.1596,565.7332,526.7312,603.0385,598.8010,459.0534,597.9304,597.4513,564.6720
60,597.9304,595.5312,547.5259,590.4475,587.8737,510.4870,570.1596,568.6176,531.4621,603.0385,599.6882,426.2848,597.9304,593.4858,481.9708
61,597.9304,595.0436,522.5868,590.4475,587.7670,526.3988,570.1596,567.3547,454.6655,603.0385,599.1251,451.8971,597.9304,595.5461,539.9626
62,597.9304,593.1083,481.9708,590.4475,587.1649,526.3988,570.1596,566.5820,520.1335,603.0385,599.6829,548.1493,597.9304,595.0387,460.0437
63,597.9304,595.5545,547.2724,590.4475,586.5567,540.2930,570.1596,567.3169,498.3912,603.0385,600.6944,431.6079,597.9304,594.6178,513.6292
64,597.9304,596.1516,543.3077,590.4475,585.7269,519.4785,570.1596,567.4589,454.6655,603.0385,599.5509,501.2273,597.9304,595.5554,469.0571
65,597.9304,595.1394,521.7414,597.9304,583.8773,477.5271,570.1596,566.4626,488.8569,603.0385,599.5761,494.8860,597.9304,596.4599,529.1975
66,597.9304,591.6623,475.9487,597.9304,588.0676,519.4785,570.1596,567.2040,460.1667,603.0385,601.9189,528.0762,597.9304,596.0801,478.3215
67,597.9304,591.2795,520.4154,597.9304,588.8185,526.3988,570.1596,567.6979,495.8504,603.0385,602.1620,570.6315,597.9304,596.1869,547.2724
68,597.9304,594.5642,531.1804,597.9304,588.5227,493.8052,585.2507,566.6552,527.4881,603.0385,598.6151,464.3034,597.9304,594.6998,467.0294
69,597.9304,593.0578,520.4154,597.9304,590.2368,533.8101,585.2507,567.8284,515.1816,603.0385,599.6313,517.0874,597.9304,595.1030,419.3093
70,597.9304,590.7827,492.3033,597.9304,589.6876,418.4475,585.2507,568.1878,521.7414,603.0385,598.4949,525.0619,597.9304,595.4001,524.3942
71,597.9304,593.0256,515.2692,597.9304,589.7389,448.1099,585.2507,567.7534,456.1813,603.0385,597.7587,494.2819,597.9304,593.0430,478.3215
72,597.9304,594.3533,529.0355,597.9304,592.0989,533.8816,585.2507,568.6095,444.2530,603.0385,599.2267,432.9793,597.9304,594.0833,478.3215
73,597.9304,591.4728,458.1224,597.9304,595.3279,544.9047,585.2507,569.9760,507.7357,603.0385,596.1790,424.6126,597.9304,595.5274,481.4506
74,597.9304,592.2411,490.7063,597.9304,595.3705,512.6584,585.2507,576.9159,466.6047,603.0385,598.7908,433.5898,597.9304,594.4738,409.4266
75,597.9304,594.0596,462.6220,597.9304,596.1492,533.8816,585.2507,577.5935,467.4850,603.0385,599.8928,551.6453,597.9304,595.4599,520.4154
76,597.9304,594.2592,426.8338,597.9304,596.6207,495.8005,585.2507,582.9994,510.1342,603.0385,598.0590,505.9193,597.9304,595.4225,529.1975
77,597.9304,591.5005,491.6915,597.9304,595.1219,524.3812,585.2507,580.6795,507.5315,603.0385,600.5370,495.4932,597.9304,596.5400,547.2724
78,597.9304,592.5870,484.1717,597.9304,597.2926,548.1578,585.2507,580.1402,507.7357,603.0385,599.4530,545.8980,597.9304,593.8471,498.2366
79,597.9304,592.4077,502.7483,597.9304,596.6386,543.0917,585.2507,581.4012,479.2506,603.0385,600.2991,469.5520,597.9304,597.2048,548.1578
80,597.9304,595.9607,516.1779,597.9304,594.3360,530.8122,585.2507,582.5519,511.0179,603.0385,601.2890,515.4617,597.9304,596.0371,547.5259
81,597.9304,591.7948,527.9328,597.9304,596.6683,521.7414,585.2507,582.5447,513.4824,603.0385,600.0731,511.3794,597.9304,596.4992,547.2724
82,597.9304,595.1572,547.2724,597.9304,595.4391,534.3096,597.3909,583.1809,475.2579,603.0385,601.3783,512.3053,597.9304,593.1696,458.6166
83,597.9304,594.6657,462.6220,597.9304,597.2985,558.6694,597.3909,580.2703,516.8065,603.0385,599.9502,505.6683,597.9304,594.7441,468.4103
84,597.9304,593.8831,540.0730,597.9304,595.4491,531.3689,597.3909,583.1176,512.0682,603.0385,600.5192,545.9500,597.9304,593.6536,503.5668
85,597.9304,595.3519,534.8297,597.9304,596.1187,544.9047,597.3909,582.9350,529.8221,603.0385,601.3082,531.2701,597.9304,593.7327,502.1417
86,597.9304,591.6448,452.8699,597.9304,595.6242,547.9043,597.3909,584.8271,468.3215,603.0385,601.6009,518.0855,597.9304,590.9761,481.4506
87,597.9304,593.2348,514.3318,597.9304,594.0774,533.8816,597.3909,587.0426,467.8712,603.0385,598.7148,477.9791,597.9304,593.4565,547.2724
88,597.9304,591.0069,451.4449,597.9304,593.7721,468.8609,597.3909,589.6069,529.8221,603.0385,598.8494,470.2629,597.9304,594.3963,506.8489
