generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
23,798.4429,782.4311,725.5795,635.6993,631.7015,400.2526,822.9332,758.8498,531.0719,619.0957,606.1947,432.6241,632.1478,619.7709,458.1887
24,798.4429,786.8050,710.9008,635.6993,633.8746,592.4530,822.9332,769.8359,624.1670,629.2499,613.4618,517.8018,632.1478,626.7222,555.4878
25,798.4429,787.2286,668.7883,635.6993,631.4310,404.8015,835.8909,800.2934,671.9640,629.2499,613.6170,413.9822,632.1478,627.6192,524.8075
26,798.4429,784.2687,470.6559,635.6993,631.6652,517.7965,835.8909,806.7313,497.8191,645.6273,612.5897,438.8342,632.1478,628.4898,466.1306
27,798.4429,788.5753,483.0770,635.6993,631.4198,434.0577,835.8909,812.1494,735.9275,645.6273,619.1292,545.4410,632.1478,630.1961,603.5196
28,798.4429,787.7575,483.3567,635.6993,631.5260,483.1949,835.8909,821.3359,743.5166,645.6273,623.2406,408.7232,638.9054,631.9291,603.5196
29,798.4429,790.8347,677.3583,635.6993,631.8234,483.1949,846.7990,827.1115,744.5399,684.7033,625.6028,470.3639,638.9054,629.6961,560.5988
30,798.4429,788.5635,450.6678,635.6993,630.6688,483.1949,846.7990,827.3491,680.9511,715.1573,633.2692,458.8088,638.9054,629.5451,491.0016
31,818.1704,788.2953,364.8370,635.6993,631.9542,406.8328,846.7990,827.9836,720.1889,715.1573,644.9134,510.2750,638.9054,629.1897,511.9137
32,818.1704,794.0120,672.9589,635.6993,631.0436,558.9306,846.7990,825.8636,544.7111,752.8181,656.7608,524.6970,638.9054,631.9742,508.8536
33,818.1704,794.0937,425.3440,635.6993,630.5889,478.0838,846.7990,832.3711,710.8107,752.8181,670.6304,479.2643,638.9054,635.3029,561.6253
34,818.1704,799.2342,675.1852,635.6993,632.3752,483.1949,846.7990,823.4058,544.7111,752.8181,678.7745,524.6970,638.9054,635.6854,516.1346
35,818.1704,803.6166,677.0365,664.3275,632.6288,544.2621,846.7990,830.1949,681.5256,752.8181,697.3016,430.5637,638.9054,637.3864,556.9864
36,818.1704,807.0096,693.7489,664.3275,634.3860,597.0152,846.7990,834.2458,662.0852,752.8181,710.3754,574.6556,672.9314,637.5115,521.0026
37,818.1704,809.2153,682.5874,664.3275,641.3538,597.0152,846.7990,829.8186,592.0831,752.8181,730.7509,607.3103,672.9314,637.5514,502.1564
38,818.1704,804.0710,450.6678,664.3275,647.1800,493.7666,846.7990,822.9875,544.2160,752.8181,738.8425,426.6416,672.9314,642.8073,588.0546
39,818.1704,811.2302,698.6431,664.3275,653.4613,493.7666,846.7990,823.1320,640.9439,793.2145,738.9564,426.6416,672.9314,644.8039,498.9545
40,818.1704,810.7972,636.6845,664.3275,659.8028,586.4963,846.7990,825.5905,519.3126,793.2145,732.6017,423.1585,672.9314,651.6456,516.1346
41,818.1704,815.7313,795.2410,664.3275,662.3913,629.8291,846.7990,824.9799,700.0064,793.2145,746.8638,437.5006,672.9314,658.4506,533.8016
42,818.1704,812.0731,684.5029,664.3275,661.2802,523.0555,850.5382,819.1734,505.2051,793.2145,745.0865,426.6416,672.9314,665.3900,603.9700
43,818.1704,814.0001,696.7639,664.3275,658.9461,483.3938,850.5382,821.2512,500.3575,793.2145,762.6912,607.3103,672.9314,665.6912,436.5306
44,818.1704,813.7494,704.1959,664.3275,659.4531,493.7666,850.5382,822.9403,518.6942,828.8313,761.1115,383.6601,672.9314,665.2803,516.1346
45,818.1704,810.9386,524.1240,664.3275,658.4234,486.8581,866.4921,814.2776,495.4958,828.8313,776.2408,420.1157,692.5462,670.1548,624.0678
46,818.1704,813.7309,697.2353,664.3275,661.0365,496.0702,866.4921,818.6667,597.4573,828.8313,775.5121,426.6416,692.5462,668.5975,480.9309
47,818.1704,815.8009,664.1627,664.3275,659.0468,488.6556,866.4921,831.5925,683.8567,828.8313,772.4290,423.6020,692.5462,665.0828,490.1895
48,852.5479,816.6919,773.5883,664.3275,658.9849,524.3617,866.4921,829.1412,521.9345,831.9937,787.9852,421.6081,692.5462,676.8104,611.0798
49,852.5479,816.9479,533.3486,664.3275,660.2221,590.6820,866.4921,836.3780,749.0663,856.4362,797.8504,403.6990,693.5695,680.1487,410.5408
50,852.5479,821.4425,529.7795,678.5263,655.8986,488.6556,866.4921,840.7581,736.1087,856.4362,802.3397,420.1157,702.3282,680.6414,390.6520
51,852.5479,829.0157,555.9425,678.5263,658.6563,483.5081,866.4921,840.1886,568.8522,856.4362,823.3922,547.1312,702.3282,681.8542,504.0434
52,852.5479,840.1984,514.8705,678.5263,660.4895,591.0452,866.4921,843.8371,728.3797,856.4362,826.0498,502.9259,737.1283,677.5754,407.9709
53,852.5479,839.7747,480.6482,678.5263,663.5659,521.6427,866.4921,851.8093,571.2464,866.4921,836.4530,497.7156,737.1283,688.0826,432.8475
54,852.5479,846.6893,501.3325,678.5263,668.1340,592.7749,866.4921,847.0712,545.7413,866.4921,839.7189,516.7732,737.1283,696.6371,621.3663
55,852.5479,847.6313,503.6387,678.5263,668.5755,426.2869,866.4921,850.1090,544.7111,866.4921,842.7174,526.1692,737.1283,698.5188,413.8274
56,852.5479,843.8485,475.9611,758.4412,663.4496,449.6335,866.4921,846.1758,745.3759,866.4921,843.0558,542.5091,737.1283,705.7172,591.2794
57,852.5479,847.4611,641.4460,758.4412,672.3259,507.9654,866.4921,849.7866,575.6361,866.4921,833.9241,451.5528,737.1283,719.6760,500.3458
58,852.5479,847.2894,530.9358,758.4412,675.2812,570.5147,866.4921,841.5650,505.2051,866.4921,839.7938,524.9009,737.1283,725.5082,611.8485
59,852.5479,844.7412,479.8170,758.4412,681.1605,505.1580,866.4921,848.2078,493.3831,866.4921,851.6195,415.9650,737.1283,729.6669,614.7862
60,852.5479,849.5411,769.6056,758.4412,681.2686,569.8581,866.4921,845.8290,552.3312,866.4921,856.3081,516.4615,737.1283,725.5081,497.1412
61,852.5479,845.4547,494.8026,758.4412,697.4989,527.7012,866.4921,833.6876,496.8795,866.4921,857.6487,616.1927,737.1283,729.2499,461.5866
62,852.5479,848.5519,727.0639,758.4412,707.7994,463.8203,866.4921,846.9109,557.8948,866.4921,846.6690,504.2092,737.1283,731.6827,383.9429
63,852.5479,847.9599,555.9425,758.4412,735.6425,384.0794,866.4921,846.6275,493.3830,866.4921,844.5678,496.8843,737.1283,730.6862,607.5014
64,852.5479,844.8002,520.1481,758.4412,743.0341,467.5595,866.4921,854.1491,567.0608,866.4921,858.8738,683.3627,737.1283,731.0257,438.4232
65,852.5479,846.2425,655.5233,758.4412,746.1234,467.5595,866.4921,847.7853,521.2332,866.4921,855.8410,522.8160,737.1283,730.6478,510.8183
66,852.5479,842.4875,479.3687,758.4412,752.3915,497.2302,866.4921,848.6467,502.4759,866.4921,857.2634,654.1973,737.1283,728.6665,590.5973
67,852.5479,851.1325,788.6609,758.4412,748.4254,472.5744,866.4921,847.8314,718.2026,866.4921,864.8306,822.9332,737.1283,734.7818,647.1234
68,852.5479,847.6831,731.6128,758.4412,751.8859,467.5595,866.4921,844.6717,463.7918,866.4921,849.7165,516.4615,737.1283,732.6210,455.1229
69,852.5479,846.4948,514.3152,758.4412,749.9817,570.6916,866.4921,854.7416,720.9843,866.4921,850.3048,538.4326,737.1283,729.9003,470.8654
70,852.5479,848.8200,731.4633,758.4412,746.9801,545.3907,866.4921,851.8583,568.8522,866.4921,852.9243,517.3892,737.1283,723.3727,538.5769
71,866.4921,847.4633,680.6432,758.4412,745.9077,461.2380,866.4921,855.8634,747.2867,866.4921,859.8090,746.3930,737.1283,720.2980,470.8654
72,866.4921,839.5786,475.2633,758.4412,755.6438,680.6100,866.4921,852.7399,642.3396,866.4921,859.5603,540.5183,737.1283,722.9657,470.8654
73,866.4921,844.4526,494.5303,758.4412,748.5809,458.3936,866.4921,846.2091,502.4759,866.4921,847.0392,497.9270,737.1283,725.9537,565.4443
74,866.4921,851.1228,479.4097,758.4412,754.5613,467.5595,866.4921,853.8244,720.9843,866.4921,855.0139,582.4609,737.1283,727.3630,455.1229
75,866.4921,860.3872,746.9648,758.4412,755.4128,657.8244,866.4921,848.1186,741.0535,866.4921,852.6511,520.2337,737.1283,726.7432,588.2796
76,866.4921,856.3595,609.0155,758.4412,755.0548,680.6100,866.4921,854.2668,745.5570,866.4921,860.8131,538.4326,737.1283,729.1494,602.4673
77,866.4921,862.6728,784.5731,758.4412,755.4658,680.6100,866.4921,859.0304,753.9718,866.4921,856.5406,634.6533,737.1283,728.9377,615.1100
78,866.4921,859.4211,549.0016,758.4412,753.5089,428.8755,866.4921,858.8071,738.6589,866.4921,849.8483,498.9502,751.1092,728.9618,576.4058
79,866.4921,864.4201,659.2979,758.4412,753.4436,467.5595,866.4921,852.0743,494.6318,866.4921,850.7855,517.3892,751.1092,725.0641,565.4443
80,866.4921,858.8641,496.5163,758.4412,751.8141,596.5327,866.4921,856.0586,745.5570,866.4921,855.9855,654.1973,751.1092,729.2148,634.5894
81,866.4921,859.1130,430.9156,758.4412,749.4603,450.5263,866.4921,849.1001,659.0891,866.4921,860.8561,658.4209,751.1092,732.1577,476.3199
82,866.4921,860.8996,783.5498,758.4412,750.5503,545.8026,866.4921,847.0866,572.2320,866.4921,851.3282,504.2092,751.1092,734.6904,563.8752
83,866.4921,861.4609,739.1290,758.4412,750.0480,516.7625,866.4921,846.7172,507.3888,866.4921,857.0621,654.1973,751.1092,736.6110,451.9385
84,866.4921,856.2240,568.4237,758.4412,754.7112,637.6582,866.4921,846.8684,699.3588,866.4921,856.3182,540.7540,751.1092,739.4143,470.8654
85,866.4921,859.3373,635.7386,758.4412,753.9644,664.3275,866.4921,848.7153,724.2532,866.4921,850.2749,640.0430,751.1092,742.1713,470.8654
86,866.4921,858.0970,568.7065,758.4412,756.6029,705.4990,866.4921,851.4259,668.4251,866.4921,852.2203,561.6694,751.1092,733.6720,361.2850
87,866.4921,858.4779,503.1884,758.4412,754.2015,438.9313,866.4921,850.4000,721.4993,866.4921,855.7474,540.7540,751.1092,740.8960,470.8654
88,866.4921,861.4725,496.5163,758.4412,752.3352,609.6896,866.4921,854.3095,738.9678,866.4921,845.9584,521.1639,751.1092,746.0978,470.8654
89,866.4921,856.7923,494.5924,758.4412,748.2777,467.5595,866.4921,853.2932,556.5809,866.4921,858.7200,561.8140,765.7565,745.4418,553.3560
90,866.4921,852.8514,508.6698,758.4412,748.7186,467.5595,866.4921,850.5648,568.8522,866.4921,855.0139,521.1639,765.7565,745.4431,504.0417
91,866.4921,862.7383,768.6384,758.4412,751.0127,496.0169,866.4921,851.0680,513.9400,866.4921,854.8561,520.2337,775.8124,746.2726,470.8654
92,866.4921,862.9395,788.6609,758.4412,753.2751,596.5327,866.4921,854.8347,720.9843,866.4921,849.6266,539.1033,775.8124,740.2556,417.3442
93,866.4921,864.0648,783.5498,758.4412,750.5627,467.5595,866.4921,854.7549,493.7171,866.4921,862.7143,788.6609,775.8124,756.7166,675.2768
94,866.4921,855.5456,543.8175,758.4412,746.7642,467.5595,866.4921,861.3759,724.2532,866.4921,851.3610,511.9079,775.8124,756.3205,439.3003
95,866.4921,860.1308,660.9501,758.4412,752.8482,493.4147,866.4921,861.3755,783.5498,866.4921,849.7702,438.6303,775.8124,762.3045,675.2768
96,866.4921,859.4919,643.6495,758.4412,750.9259,467.5595,866.4921,859.6356,738.9678,866.4921,854.1843,544.3893,775.8124,760.3133,596.6968
97,866.4921,853.2161,550.0961,758.4412,754.9626,635.6993,866.4921,857.0659,783.5498,866.4921,851.5387,542.5091,775.8124,766.9599,692.8701
98,866.4921,861.1387,743.6778,758.4412,747.3425,438.9313,866.4921,856.6262,783.5498,866.4921,849.5931,502.1127,775.8124,764.1346,405.4850
99,866.4921,862.4456,783.5498,758.4412,750.5635,467.5595,866.4921,857.9951,770.5176,866.4921,860.9633,533.6203,775.8124,768.4407,470.8654
100,866.4921,858.2927,566.1242,758.4412,748.0331,467.5595,866.4921,857.2452,743.1534,866.4921,863.3248,743.3146,775.8124,767.4909,629.2813
