instance,num_nodes,strategy,best,avg,worst,std,improvement_vs_baseline_%,greedy_reference,budget,evaluations_per_run
2obj_0125_16,125,baseline,1056.7481,1040.5498,792.2576,57.6633,0.00,,10000,10000
