generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
29,573.7390,569.7452,497.2682,720.4140,718.2262,702.1819,587.8556,587.8556,587.8556,571.5363,568.2249,530.1442,727.5162,725.5214,688.6183
30,573.7390,570.9845,550.3646,720.4140,719.6848,702.1819,587.8556,585.9140,539.3156,571.5363,570.1298,536.3738,727.5162,724.1509,655.3187
31,573.7390,570.9341,550.3646,720.4140,719.6848,702.1819,587.8556,587.8556,587.8556,571.5363,569.5145,520.9919,727.5162,726.9232,716.5424
32,573.7390,572.8040,550.3646,720.4140,717.0505,636.3250,587.8556,586.4165,565.0196,571.5363,571.5363,571.5363,727.5162,723.9926,657.2316
33,573.7390,570.9341,550.3646,720.4140,717.4969,702.1819,587.8556,587.8556,587.8556,571.5363,571.5363,571.5363,727.5162,724.4773,654.4312
34,573.7390,568.7869,543.4349,720.4140,716.4100,620.3126,587.8556,587.8556,587.8556,571.5363,566.5693,530.1442,727.5162,724.0544,684.6813
35,573.7390,571.8690,550.3646,720.4140,718.0654,698.1624,592.6792,586.9972,574.7131,571.5363,569.8806,530.1442,727.5162,719.3177,617.3492
36,573.7390,568.7214,534.3928,720.4140,714.6608,621.5158,592.6792,587.1901,574.7131,571.5363,571.5363,571.5363,727.5162,727.4392,726.5535
37,573.7390,572.8040,550.3646,734.0133,717.7021,675.4804,592.6792,577.1735,478.5812,571.5363,566.5693,530.1442,727.5162,727.4392,726.5535
38,579.6240,571.7123,550.3646,734.0133,715.1221,662.6345,592.6792,587.7885,574.7131,571.5363,567.5024,520.9919,727.5162,727.5162,727.5162
39,579.6240,571.0943,550.3646,752.2455,716.5670,643.0636,623.1131,592.8981,567.7176,571.5363,567.0734,501.3557,727.5162,727.5162,727.5162
40,579.6240,562.0305,409.9322,752.2455,718.3258,641.4048,623.1131,579.2929,527.6863,571.5363,563.6349,456.7849,727.5162,721.8826,657.6481
41,579.6240,565.1710,481.7521,752.2455,735.0043,674.1875,623.1131,593.3561,527.6863,571.5363,567.0676,530.1442,727.5162,724.7691,662.9451
42,579.6240,568.9966,497.6721,752.2455,744.7834,678.8502,623.1131,607.1764,527.6863,571.5363,555.2139,411.8295,727.5162,726.1623,712.9995
43,579.6240,573.1576,530.2825,752.2455,752.2455,752.2455,623.1131,619.4611,592.6792,605.4390,561.8942,503.5404,727.5162,721.6161,659.2360
44,579.6240,571.8168,497.6721,752.2455,749.0441,690.4430,623.1131,623.1131,623.1131,605.4390,576.3112,530.1442,727.5162,724.6909,679.0089
45,579.6240,576.4296,563.6522,752.2455,745.6373,682.0172,628.0182,623.3093,623.1131,605.4390,589.0239,530.1442,727.5162,722.1640,634.0626
46,579.6240,575.7284,530.2825,752.2455,751.5162,734.0133,628.0182,618.3008,566.3811,618.8407,597.7755,559.7894,728.3468,710.7750,610.2275
47,579.6240,569.6670,530.2825,752.2455,750.7869,734.0133,628.0182,619.3973,542.4775,618.8407,600.3770,564.0469,728.3468,722.6353,693.5885
48,579.6240,575.7337,530.2825,752.2455,751.5162,734.0133,628.0182,624.7362,570.4936,618.8407,602.4263,564.0469,728.3468,718.3123,650.2142
49,579.6240,570.4841,464.3541,752.2455,750.7869,734.0133,628.0182,627.6258,623.1131,618.8407,607.7724,564.0469,729.4590,720.2067,635.7141
50,579.6240,568.5046,453.6199,752.2455,750.7869,734.0133,628.0182,627.9858,627.2094,618.8407,609.7975,545.4247,729.4590,721.5492,569.3449
51,579.6240,562.3437,468.8627,752.2455,749.1757,693.7336,628.0182,628.0182,628.0182,633.5315,615.3730,578.9450,729.4590,726.4337,692.0953
52,579.6240,561.0697,460.4060,752.2455,750.7869,734.0133,628.0182,627.8220,623.1131,633.5315,612.7765,551.8316,729.4590,723.6291,652.9056
53,579.6240,555.5761,439.2615,752.2455,752.2455,752.2455,628.0182,627.6258,623.1131,633.5315,612.3688,531.0599,729.4590,714.0963,646.7401
54,579.6240,548.3299,417.8899,752.2455,750.0576,734.0133,628.0182,627.8220,623.1131,633.5315,619.9593,588.0972,729.4590,722.9026,671.9218
55,579.6240,565.5560,477.7002,752.2455,749.5593,718.6681,628.0182,621.9338,537.9064,633.5315,630.3991,555.2206,729.4590,717.8707,635.7141
56,579.6240,564.4866,504.1641,752.2455,747.3477,684.4976,628.0182,627.8220,623.1131,633.5315,629.1997,555.2206,729.4590,718.9489,635.7141
57,579.6240,561.2707,504.1641,752.2455,751.5162,734.0133,628.0182,624.8211,548.0903,633.5315,633.5315,633.5315,729.4590,718.5295,649.2334
58,579.6240,568.1078,516.5621,752.2455,752.2455,752.2455,641.0099,625.8874,578.7334,633.5315,633.5315,633.5315,729.4590,721.6688,632.8930
59,579.6240,571.4883,440.1191,752.2455,752.2455,752.2455,641.0099,629.9857,623.1131,633.5315,629.2724,527.0552,729.4590,724.5285,640.4236
60,579.6240,574.9264,526.0712,752.2455,747.2495,663.8103,641.0099,636.7534,614.2703,633.5315,625.2342,555.2206,729.4590,728.3507,720.2230
61,579.6240,575.8020,530.2825,752.2455,748.1733,686.9051,641.0099,640.6001,636.1049,633.5315,629.6453,555.2206,729.4590,729.0896,720.2230
62,589.9406,568.8699,526.0712,752.2455,749.9050,693.7336,641.0099,641.0012,640.7927,633.5315,629.6453,555.2206,729.4590,727.6118,720.2230
63,589.9406,564.8956,457.2745,752.2455,752.2455,752.2455,641.0099,641.0099,641.0099,633.5315,622.1837,555.2206,729.4590,724.2479,655.0179
64,641.0438,585.5611,504.1641,752.2455,752.2455,752.2455,641.0099,641.0099,641.0099,633.5315,624.1342,555.2206,729.4590,724.2549,659.4512
65,641.0438,603.2282,492.6023,752.2455,752.2455,752.2455,641.0099,641.0012,640.7927,633.5315,627.2666,555.2206,729.4590,726.4367,709.4470
66,641.0438,627.8497,530.2825,752.2455,751.5162,734.0133,641.0099,641.0099,641.0099,633.5315,620.1125,533.0400,729.4590,725.1191,676.7971
67,641.0438,619.7640,530.2825,752.2455,751.5162,734.0133,641.0099,641.0012,640.7927,633.5315,622.5478,555.2206,729.4590,728.7201,720.2230
68,641.0438,621.2765,530.2825,752.2455,750.0576,734.0133,641.0099,634.4583,558.0714,633.5315,609.3747,499.4761,729.4590,727.7427,695.7880
69,641.0438,631.6447,565.9187,752.2455,745.2333,671.1263,641.0099,640.9839,640.7927,644.4746,613.0646,502.4714,729.4590,725.1747,678.1859
70,641.0438,622.3881,530.2825,752.2455,748.0325,681.9474,641.0099,636.7474,583.2042,644.4746,621.2525,543.9831,729.4590,727.2256,692.0953
71,641.0438,618.7195,530.2825,752.2455,749.9050,693.7336,641.0099,639.3390,599.4527,644.4746,630.3652,545.5351,729.4590,715.4646,649.4455
72,641.0438,631.1055,530.2825,752.2455,745.6510,668.6547,641.0099,636.7245,534.0913,644.4746,626.5612,555.2206,729.4590,721.5955,636.4077
73,641.0438,625.4549,518.4938,752.2455,751.5162,734.0133,641.0099,639.5566,605.1113,644.4746,621.4319,555.2206,729.4590,724.6227,692.0953
74,641.0438,629.1223,565.9187,752.2455,747.2442,698.7033,641.0099,638.9387,589.4470,644.4746,617.4353,496.1217,729.4590,723.6125,668.0854
75,641.0438,614.4575,514.0556,752.2455,751.5162,734.0133,641.0099,640.9839,640.7927,644.4746,640.2400,538.6098,729.4590,725.3784,692.0953
76,641.0438,621.6155,555.8587,752.2455,741.9281,666.2655,641.0099,638.7176,583.9181,644.4746,640.3942,566.1637,729.4590,717.1883,650.5021
77,641.0438,629.4153,530.2825,752.2455,747.8697,734.0133,641.0099,641.0012,640.7927,644.4746,642.5786,620.7750,729.4590,719.9450,668.9499
78,641.0438,630.8047,563.6522,752.2455,749.3283,734.0133,641.0099,641.0099,641.0099,644.4746,625.2926,556.4782,729.4590,726.1173,692.0953
79,641.0438,622.2438,530.2825,752.2455,744.5378,674.5256,641.0099,639.9256,613.9025,644.4746,628.4240,513.1128,729.4590,725.6048,687.6763
80,641.0438,633.3331,563.6522,752.2455,749.8345,710.2033,641.0099,641.0012,640.7927,644.4746,632.9318,566.1637,729.4590,721.7305,670.7753
81,641.0438,637.9482,563.6522,752.2455,748.9822,707.1291,641.0099,641.0012,640.7927,644.4746,635.8904,566.1637,729.4590,721.0758,643.0319
82,641.0438,629.8939,530.2825,752.2455,750.9260,719.2596,642.4999,641.0695,641.0099,644.4746,631.9449,566.1637,729.4590,723.4233,679.1410
83,641.0438,631.3864,530.2825,752.2455,750.7869,734.0133,642.4999,641.7673,640.7927,644.4746,636.6971,528.3487,729.4590,722.2690,651.7236
84,641.0438,633.2688,563.6522,752.2455,748.4464,693.7336,642.4999,641.2809,627.2620,644.4746,638.4360,566.1637,729.4590,717.4905,541.9187
85,641.0438,637.5429,587.7599,752.2455,752.2455,752.2455,642.4999,640.2162,585.4081,644.4746,620.2936,440.1859,729.4590,717.2667,640.4236
86,641.0438,637.5123,570.7666,752.2455,748.6576,699.0144,642.4999,640.5007,592.5208,644.4746,636.6479,536.8048,729.4590,723.8172,672.3780
87,641.0438,622.8851,530.2825,752.2455,748.4464,693.7336,642.4999,642.4316,640.7927,644.4746,643.5644,621.7192,729.4590,710.8018,623.9641
88,641.0438,626.8581,563.6522,752.2455,749.3869,699.0144,642.4999,640.5007,592.5208,644.4746,644.4746,644.4746,729.4590,725.0045,645.8042
89,641.0438,630.1695,563.6522,752.2455,749.6487,687.3273,642.4999,642.4999,642.4999,644.4746,635.6394,524.0850,729.4590,723.8998,665.1097
90,641.0438,634.8311,573.6252,752.2455,752.2455,752.2455,642.4999,642.4999,642.4999,644.4746,632.5239,529.8824,729.4590,725.1124,668.0854
91,641.0438,635.8168,563.6522,752.2455,751.5162,734.0133,642.4999,642.4999,642.4999,644.4746,644.4746,644.4746,729.4590,722.8448,610.2847
92,641.0438,624.8168,530.2825,752.2455,752.2455,752.2455,642.4999,642.4999,642.4999,644.4746,642.1581,586.5633,729.4590,726.5279,704.5860
93,641.0438,630.3763,587.4910,752.2455,750.1584,718.3008,642.4999,635.0766,550.8981,663.0461,642.0850,566.1637,729.4590,722.7956,643.8837
94,641.0438,630.2193,530.2825,752.2455,751.5162,734.0133,642.4999,642.4999,642.4999,663.0461,643.5707,566.1637,729.4590,727.9826,720.2230
95,641.0438,625.2372,530.2825,752.2455,750.9206,719.1253,642.4999,642.4316,640.7927,663.0461,637.0871,522.7159,729.4590,718.6607,594.6343
96,641.0438,627.5363,530.2825,752.2455,750.7382,734.0133,642.4999,640.5939,603.3860,663.0461,643.0341,508.3580,729.4590,726.8561,692.0953
97,641.0438,634.6390,587.4910,752.2455,745.8100,700.5304,642.4999,642.0902,640.7927,663.0461,654.8073,584.7352,729.4590,725.6862,692.0953
98,641.0438,631.2117,501.8078,752.2455,747.1980,717.2203,642.4999,642.4316,640.7927,663.0461,650.6982,529.5412,729.4590,720.9429,662.3117
99,641.0438,619.4747,530.2825,752.2455,743.9791,631.9641,642.4999,637.5987,560.1571,663.0461,638.3293,528.4393,729.4590,720.2051,666.4448
100,641.0438,622.5103,530.2825,752.2455,750.0576,734.0133,642.4999,632.3560,523.9912,663.0461,656.0171,579.0330,729.4590,712.6982,648.9961
101,641.0438,631.7575,568.7375,752.2455,748.7877,702.2663,642.4999,634.8595,560.1571,663.0461,648.3319,530.1247,729.4590,711.9402,640.4236
102,641.0438,621.2007,526.3400,752.2455,750.7869,734.0133,642.4999,639.9103,584.5886,663.0461,653.6488,584.7352,729.4590,713.3547,630.4405
103,641.0438,616.8468,530.2825,752.2455,751.5162,734.0133,642.4999,641.1088,612.8446,663.0461,648.0585,523.2885,729.4590,728.3507,720.2230
104,641.0438,609.6673,530.2825,752.2455,742.5849,565.9892,642.4999,642.2267,640.7927,663.0461,651.1660,522.6652,729.4590,725.5809,692.0953
105,641.0438,614.9893,530.2825,752.2455,750.7869,734.0133,642.4999,632.2750,560.1571,663.0461,647.1558,579.0330,734.7255,724.5500,668.2029
106,641.0438,630.0516,530.2825,752.2455,750.0576,734.0133,642.4999,642.1584,640.7927,663.0461,655.3755,549.5911,739.4311,725.7600,657.9600
107,641.0438,627.8277,482.5359,752.2455,748.4162,697.2962,642.4999,640.1593,592.5208,663.0461,652.1623,579.0330,739.4311,724.2773,650.3956
108,641.0438,625.8920,543.9744,752.2455,748.8063,684.4976,642.4999,638.2714,589.6895,663.0461,652.8652,579.0330,739.4311,723.2176,650.3439
109,641.0438,621.5261,530.2825,752.2455,749.8345,710.2033,642.4999,636.5916,501.6210,663.0461,653.6488,584.7352,739.4311,722.0819,643.0319
110,641.0438,628.3415,530.2825,752.2455,751.5162,734.0133,643.7301,636.5980,551.1513,663.0461,644.2515,584.7352,739.4311,727.3809,622.2679
111,641.0438,630.1205,530.2825,752.2455,750.0576,734.0133,657.0196,634.2553,531.2898,663.0461,647.2620,581.6860,739.4311,725.8225,610.2847
112,641.0438,629.8669,530.2825,752.2455,750.7869,734.0133,657.0196,599.8674,496.5567,663.0461,646.8086,570.3525,739.4311,728.9297,660.8105
113,641.0438,628.3929,530.2825,752.2455,746.1074,617.0265,657.0196,639.6378,560.1571,663.0461,650.5465,507.1781,739.4311,726.9528,566.0589
114,641.0438,629.9893,583.9875,752.2455,746.5639,646.6719,657.0196,655.0274,644.5681,719.8451,652.5602,579.0330,739.4311,728.7445,680.2287
115,641.0438,633.4607,587.7599,752.2455,747.8568,660.7611,657.0196,650.9610,569.1544,719.8451,639.2114,544.0130,739.4311,737.7587,718.5269
116,641.0438,627.9028,530.2825,752.2455,751.5162,734.0133,657.0196,652.5979,593.4192,719.8451,644.8588,484.4893,739.4311,727.5305,634.4622
117,641.0438,628.3779,530.2825,752.2455,751.5162,734.0133,657.0196,651.9316,593.4192,719.8451,686.3247,541.5734,739.4311,729.5482,652.9754
118,641.0438,624.8195,530.2825,752.2455,749.5355,684.4976,657.0196,654.4756,593.4192,719.8451,714.2127,579.0330,739.4311,734.3961,686.2169
119,641.0438,621.6939,530.2825,752.2455,751.1701,725.3612,657.0196,657.0196,657.0196,719.8451,719.8451,719.8451,739.4311,734.4530,652.9155
120,641.0438,632.3507,530.2825,752.2455,752.2455,752.2455,657.0196,650.9605,593.4192,719.8451,719.8451,719.8451,739.4311,731.9378,650.3956
121,641.0438,625.4937,530.2825,752.2455,750.5607,728.3588,657.0196,651.7038,587.7259,719.8451,714.2311,649.6695,739.4311,730.9289,672.1955
122,641.0438,625.7715,547.3396,752.2455,752.2455,752.2455,657.0196,657.0196,657.0196,719.8451,708.6170,649.6695,739.4311,717.4353,501.7215
123,641.0438,624.7007,530.2825,752.2455,750.7869,734.0133,657.0196,650.9673,593.4192,719.8451,711.4241,649.6695,739.4311,733.3909,670.3537
124,641.0438,621.8616,587.7599,752.2455,752.2455,752.2455,657.0196,651.9316,593.4192,719.8451,714.2311,649.6695,739.4311,728.6420,648.9961
125,641.0438,630.2193,530.2825,752.2455,750.8301,734.0133,657.0196,649.4748,531.9994,719.8451,712.4052,604.0227,739.4311,729.8476,648.9961
126,641.0438,625.5329,572.9742,752.2455,750.0576,734.0133,657.0196,648.4170,569.1544,719.8451,714.2311,649.6695,739.4311,722.6124,616.0310
127,641.0438,633.2802,587.7599,752.2455,752.2455,752.2455,657.0196,649.3876,593.4192,719.8451,714.2311,649.6695,739.4311,731.4403,687.6763
128,641.0438,630.4136,587.7599,752.2455,751.5162,734.0133,657.0196,654.4756,593.4192,719.8451,707.5959,566.7291,739.4311,732.8158,697.3892
129,641.0438,630.7832,577.3441,752.2455,745.3026,657.8398,657.0196,651.9316,593.4192,719.8451,717.4916,661.0053,739.4311,736.4760,707.3623
130,641.0438,625.9566,530.2825,752.2455,752.2455,752.2455,657.0196,653.7959,593.4192,719.8451,719.8451,719.8451,739.4311,724.8136,547.8132
131,641.0438,630.5356,530.2825,752.2455,742.3042,656.6025,657.0196,654.4756,593.4192,732.8052,714.7495,649.6695,739.4311,732.2914,678.9376
132,641.0438,626.7191,527.1082,752.2455,748.4704,676.1020,657.0196,653.5114,593.4192,732.8052,707.9841,649.6695,739.4311,735.5771,715.4392
133,647.9336,630.3272,530.2825,752.2455,748.6246,679.9574,657.0196,657.0196,657.0196,732.8052,713.0284,649.6695,739.4311,729.1983,646.4046
134,647.9336,623.7782,530.2825,752.2455,751.5162,734.0133,657.0196,647.4002,569.1544,732.8052,709.2381,584.3722,739.4311,717.6285,574.0948
135,647.9336,619.1403,530.2825,752.2455,752.2455,752.2455,657.0196,647.6255,569.1544,732.8052,721.2556,540.8570,741.7485,730.1467,648.9961
136,647.9336,610.8264,482.5359,752.2455,751.5162,734.0133,657.0196,640.2560,516.5348,732.8052,727.1355,674.8939,741.7485,735.0574,672.2712
137,647.9336,631.9060,587.7599,752.2455,750.0576,734.0133,657.0196,632.9760,525.2453,732.8052,732.2868,719.8451,741.7485,728.4385,660.3464
138,647.9336,645.5267,587.7599,752.2455,745.3952,691.9077,657.0196,652.0917,565.6918,732.8052,721.5771,662.6296,741.7485,724.4077,652.2661
139,647.9336,637.3026,563.9261,752.2455,747.8047,693.7336,657.2369,647.9881,593.4192,732.8052,727.9337,648.6708,741.7485,740.5415,718.5269
140,647.9336,621.3759,530.2825,752.2455,746.4119,624.6388,657.2369,646.8293,492.1531,732.8052,722.6701,564.0130,741.7485,737.2158,661.7349
141,647.9336,623.0579,503.1037,752.2455,745.3138,655.6978,657.2369,653.8568,593.4192,732.8052,716.2902,530.4568,741.7485,741.0096,732.5125
142,647.9336,630.5603,555.8424,752.2455,749.2690,677.8339,657.2369,654.6494,593.4192,732.8052,719.8465,532.1354,741.7485,736.4999,665.1951
143,647.9336,625.0308,535.1403,752.2455,751.5162,734.0133,657.2369,657.2282,657.0196,732.8052,723.7398,640.2301,741.7485,737.0186,651.2094
144,647.9336,626.6325,530.2825,752.2455,742.6349,657.8398,657.2369,657.2369,657.2369,732.8052,727.1912,662.6296,741.7485,734.7657,668.3171
145,647.9336,625.6328,546.2430,752.2455,749.3283,734.0133,657.2369,654.6928,593.6365,732.8052,713.2759,564.0130,741.7485,737.4748,699.5500
146,647.9336,624.9794,530.2825,752.2455,748.5541,715.2194,657.2369,657.2369,657.2369,732.8052,722.7382,662.6296,741.7485,735.1130,665.1951
147,647.9336,635.8989,587.7599,752.2455,751.5162,734.0133,657.2369,657.2282,657.0196,732.8052,712.9365,629.6406,741.7485,737.6286,657.2236
148,647.9336,640.7128,587.7599,752.2455,752.2455,752.2455,657.2369,657.2195,657.0196,732.8052,719.2607,662.6296,741.7485,737.1774,673.6512
149,647.9336,643.1197,587.7599,752.2455,750.0576,734.0133,657.2369,657.2369,657.2369,732.8052,728.2912,662.6296,741.7485,737.8886,691.4305
150,647.9336,647.9336,647.9336,752.2455,751.5162,734.0133,657.2369,651.3337,568.0047,732.8052,729.9982,662.6296,741.7485,731.5620,608.0533
151,647.9336,639.8133,565.2733,752.2455,751.5162,734.0133,657.2369,648.2370,491.9433,732.8052,729.9982,662.6296,741.7485,735.4909,665.1951
152,647.9336,632.7277,530.2825,752.2455,747.5645,693.7336,657.2369,657.2195,657.0196,732.8052,729.9982,662.6296,741.7485,732.9828,651.2094
153,647.9336,640.3489,578.6634,752.2455,750.4908,708.3781,657.2369,657.2369,657.2369,732.8052,716.2813,561.3443,741.7485,732.7373,640.2096
154,647.9336,645.5267,587.7599,752.2455,747.7207,639.1266,676.4515,656.9036,629.6913,732.8052,718.2291,649.1044,741.7485,733.9010,661.7349
155,647.9336,639.7594,563.9261,752.2455,752.2455,752.2455,676.4515,657.9928,600.1451,732.8052,724.3841,662.6296,741.7485,736.3298,663.2376
156,647.9336,642.8101,580.0185,752.2455,751.1825,725.6722,676.4515,664.5299,593.4192,732.8052,716.4505,662.5517,741.7485,735.3766,679.3952
157,647.9336,638.4137,530.2825,752.2455,750.9206,719.1253,676.4515,670.2420,657.0196,732.8052,722.4954,662.6296,745.2086,732.8637,665.1951
158,647.9336,640.7089,587.6621,752.2455,752.2455,752.2455,676.4515,676.2499,671.4107,732.8052,732.6685,729.3875,745.2086,739.8602,695.7129
159,647.9336,638.4137,530.2825,752.2455,752.2455,752.2455,676.4515,676.2499,671.4107,732.8052,718.7603,540.8570,745.2086,734.0601,663.2376
160,647.9336,637.4549,587.7599,752.2455,750.7869,734.0133,676.4515,676.0483,671.4107,732.8052,720.5721,603.7898,745.2086,736.0060,660.0580
161,647.9336,643.3927,587.7599,752.2455,749.2104,676.3701,676.4515,674.9630,644.2787,732.8052,714.9555,637.4401,752.9850,738.2412,692.2506
162,647.9336,627.6407,530.2825,752.2455,749.9050,693.7336,676.4515,676.0483,671.4107,732.8052,725.0663,662.6296,753.6242,739.4521,652.2661
163,647.9336,620.0414,529.8486,752.2455,752.2455,752.2455,676.4515,676.2499,671.4107,732.8052,732.8052,732.8052,756.4451,731.2658,661.0948
164,647.9336,635.9576,530.2825,752.2455,751.5162,734.0133,676.4515,675.8466,671.4107,732.8052,720.8829,564.0130,756.4451,743.0069,604.8713
165,647.9336,638.0508,530.2825,752.2455,750.7869,734.0133,676.4515,674.2507,626.4724,732.8052,727.1912,662.6296,783.9052,755.5088,739.4311
166,647.9336,626.4232,521.2102,752.2455,746.8478,694.3342,676.4515,674.4524,626.4724,732.8052,721.0665,579.6892,783.9052,755.8035,710.4096
167,647.9336,639.5784,587.7599,752.2455,749.6069,704.5145,676.4515,676.2499,671.4107,732.8052,725.1191,610.8274,783.9052,756.4811,656.8930
168,647.9336,640.7128,587.7599,752.2455,749.3283,734.0133,676.4515,676.2499,671.4107,732.8052,716.7769,644.8198,783.9052,761.3885,692.2968
169,647.9336,625.6379,573.9689,752.2455,748.0402,683.5782,676.4515,676.2499,671.4107,732.8052,725.7484,662.6296,783.9052,765.6068,643.4347
170,647.9336,633.9433,551.7115,752.2455,752.2455,752.2455,676.4515,674.4524,626.4724,732.8052,718.7701,662.6296,783.9052,774.5491,687.3029
171,647.9336,629.5602,529.8486,752.2455,752.2455,752.2455,676.4515,674.1428,623.7741,732.8326,729.9993,662.6296,783.9052,781.4107,721.5404
172,647.9336,643.1197,587.7599,752.2455,752.2455,752.2455,676.4515,676.4515,676.4515,732.8326,724.3885,662.6296,783.9052,778.9649,720.6245
173,647.9336,640.8206,530.2825,752.2455,752.2455,752.2455,676.4515,673.1302,593.4192,732.8326,707.5562,662.6296,783.9052,780.6508,702.5452
174,647.9336,644.7187,567.5609,752.2455,751.5162,734.0133,676.4515,676.2499,671.4107,732.8326,727.2142,662.6296,783.9052,781.4961,723.6765
175,647.9336,643.1284,587.7599,752.2455,751.5162,734.0133,676.4515,667.1588,593.4192,732.8326,727.8639,685.4124,783.9052,780.6599,723.6765
176,647.9336,638.2063,564.8867,752.2455,748.5545,659.9726,676.4515,674.0491,626.4724,736.8159,732.9920,732.8326,783.9052,777.4308,668.0788
177,647.9336,641.7441,585.8403,752.2455,749.9050,693.7336,676.4515,673.0528,596.5237,736.8159,728.1133,689.3956,783.9052,783.9052,783.9052
178,647.9336,634.3074,579.2966,752.2455,749.1757,693.7336,676.4515,676.0483,671.4107,736.8159,719.5414,550.5699,783.9052,783.9052,783.9052
179,647.9336,635.8989,587.7599,752.2455,746.2016,677.8933,676.4515,676.4515,676.4515,736.8159,711.4745,508.6685,783.9052,775.2421,687.7851
