generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
15,610.8026,568.2428,433.0680,623.6098,620.0169,582.0148,614.5314,568.0800,467.6002,554.2091,509.7182,206.5777,608.5472,585.5003,516.1558
16,610.8026,575.7397,487.3319,623.6098,617.8912,497.5147,614.5314,584.2738,447.5319,568.3380,517.5262,383.5493,608.5472,587.1264,468.1154
17,614.8171,586.9333,483.9207,623.6098,618.8788,504.2146,634.2955,594.1798,472.3150,568.3380,532.0485,396.8402,608.5472,595.7955,507.5266
18,626.7054,588.7507,446.0847,623.6098,620.7544,548.7466,634.2955,602.9046,533.6664,568.3380,544.6622,473.0586,630.4589,601.5276,526.8314
19,626.7054,594.6512,383.8437,623.6098,622.2887,542.4593,634.2955,608.5150,523.1053,568.3380,543.4610,416.5791,630.4589,604.5643,516.1558
20,626.7054,597.8006,489.1542,623.6098,622.1921,529.3102,634.2955,609.9637,521.0970,577.1222,548.7039,418.3850,630.4589,609.5865,557.5507
21,626.7054,604.1122,517.7549,623.6098,618.4039,446.3456,634.2955,607.7198,494.9755,577.1222,549.8801,424.4398,642.2160,610.9399,484.5860
22,626.7054,607.7989,471.0982,623.6098,622.1345,567.0125,634.2955,614.5180,506.4496,577.1222,561.8165,505.0839,642.2160,612.8751,519.6038
23,626.7054,615.4588,502.2432,623.6098,621.6933,548.0356,653.7714,616.2285,478.1964,577.1222,564.9849,474.8481,642.2160,615.4507,518.8816
24,626.7054,618.0197,488.6996,623.6098,621.6675,545.8302,655.7074,617.8822,531.6481,595.5546,566.2976,438.5686,642.2160,620.2103,522.9336
25,627.1373,621.5996,523.8468,623.6098,621.1133,521.6897,655.7074,615.6892,532.2971,595.5546,566.4327,465.4621,642.2160,630.5472,498.0450
26,627.1373,621.3701,451.5940,623.6098,621.3813,561.5651,655.7074,609.4277,480.7159,595.5546,572.3323,483.0225,642.2160,629.9300,457.6671
27,627.1373,625.1527,551.5930,623.6098,621.8849,556.8199,655.7074,605.9084,499.9185,595.5546,571.3691,483.0225,642.2160,631.1275,502.4915
28,627.1373,624.4007,550.1467,623.6098,621.2609,467.9044,655.7074,615.4132,497.5903,595.5546,568.9586,465.4621,642.2160,635.8961,493.3006
29,627.1373,619.9566,477.6573,623.6098,623.5079,613.4172,655.7074,620.8028,465.9246,595.5546,571.2143,477.7290,642.2160,638.8009,539.1120
30,627.1373,625.0822,541.6574,623.6098,621.4316,548.1931,659.8096,622.6802,468.9589,598.1135,580.1131,477.7290,642.2160,637.7585,564.8269
31,627.1373,624.3043,555.3959,623.6098,620.7485,564.8071,659.8096,628.0704,472.5572,598.1135,584.4239,480.4461,642.2160,639.6504,569.3078
32,627.1373,623.4435,561.9039,623.6098,621.8646,564.8071,659.8096,629.7624,501.4898,598.1135,585.0378,473.7145,642.2160,639.5930,562.8718
33,634.4480,624.5863,493.7092,623.6098,621.5845,549.8447,659.8096,619.7835,459.4386,598.1135,588.2862,474.4093,642.2160,638.3955,519.7400
34,634.4480,624.0960,541.6574,623.6098,621.2412,516.1731,659.8096,616.1590,470.6343,598.1135,590.5731,474.4093,642.2160,640.9089,594.7902
35,634.4480,624.0882,451.8025,623.6098,621.2825,559.3597,660.2416,619.3554,416.8562,598.1135,587.4660,490.8410,642.2160,637.6667,509.8021
36,654.2121,627.5632,463.2219,623.6098,621.8574,559.9331,660.2416,615.3709,416.8562,598.1135,587.7675,490.7002,642.2160,641.1454,587.4313
37,654.2121,631.5404,552.0250,623.6098,621.9481,567.0125,660.2416,619.9519,414.3449,598.1135,590.1525,490.7002,642.2160,639.5107,539.8176
38,654.2121,631.3333,439.6933,623.6098,621.5887,523.1697,660.2416,620.4372,446.7809,598.1135,593.4140,522.4358,642.2160,635.0172,533.0753
39,654.2121,639.5610,552.9826,623.6098,620.5689,556.8118,660.2416,634.4050,408.9576,614.5314,592.4790,468.6399,642.2160,639.5032,520.4254
40,654.2121,644.4212,559.3357,623.6098,620.7204,538.1866,660.2416,635.4282,465.6528,614.5314,592.4460,490.7002,642.2160,638.2835,520.9611
41,658.2265,644.8159,526.4630,623.6098,621.4666,549.8447,660.2416,636.4138,453.2684,614.5314,590.7430,454.2483,642.2160,638.1613,548.0596
42,658.2265,648.0286,489.8215,623.6098,621.7645,567.0125,660.2416,640.0806,491.2755,614.5314,589.0844,451.9020,642.2160,640.0939,575.5123
43,658.2265,647.3743,465.5061,623.6098,621.9441,499.8678,660.2416,635.7194,479.8561,614.5314,593.4979,481.8108,642.2160,637.9968,530.8339
44,658.2265,651.3927,503.1403,623.6098,622.1564,568.8215,660.2416,644.3258,488.3309,614.5314,596.4239,451.5399,642.2160,641.1996,564.0929
45,658.2265,652.6485,504.2948,623.6098,619.7408,527.0930,660.2416,645.4355,510.6475,614.5314,597.3715,469.5755,642.2160,640.6304,552.1592
46,658.2265,657.9054,654.2121,623.6098,620.7822,567.0125,660.2416,642.5224,472.0115,614.5314,602.7400,535.7696,642.2160,639.5708,530.6387
47,658.2265,657.7825,613.8273,623.6098,621.8932,559.9331,660.2416,646.3698,416.3448,614.5314,601.7093,493.0148,642.2160,637.1727,529.6489
48,658.2265,651.7094,476.9478,623.6098,619.4743,469.9905,660.2416,644.0792,484.8817,614.5314,606.0966,489.9296,642.2160,635.4000,509.8021
49,658.2265,656.3492,579.0696,623.6098,621.4923,534.9901,665.5285,645.3480,495.4730,614.5314,609.0758,522.4358,642.2160,635.1196,530.8339
50,658.2265,653.0339,560.3393,623.6098,619.2480,521.3729,665.5285,649.1060,491.2755,614.5314,607.7243,476.7513,642.2160,637.1305,564.0929
51,658.2265,651.9955,476.3469,623.6098,620.8324,564.8071,665.5285,644.0404,511.3337,614.5314,611.4487,511.4275,642.2160,635.6409,560.5001
52,658.2265,651.1417,464.7443,623.6098,620.3089,525.9039,665.5285,652.4652,511.6756,634.2955,611.7248,533.3809,642.2160,638.7719,519.7400
53,658.2265,656.2732,555.9642,623.6098,619.6180,564.8071,665.5285,649.1208,407.0517,634.2955,608.9635,493.0148,642.2160,638.1852,535.5544
54,658.2265,655.2267,514.9274,623.6098,615.5866,465.7176,665.5285,653.5371,478.2974,634.2955,612.0139,544.5953,642.2160,638.4012,529.8495
55,658.2265,654.1799,537.6133,623.6098,619.7595,495.6829,671.5667,653.1799,476.9133,634.2955,610.4671,507.1182,642.2160,639.6385,600.8241
56,658.2265,655.9689,521.6441,623.6098,621.4205,567.0125,671.5667,651.7841,479.0815,634.2955,610.9303,475.3653,642.2160,638.8100,520.0978
57,658.2265,654.8408,517.7078,623.6098,616.0115,485.1150,671.5667,653.8398,495.4730,634.7275,610.7639,446.9547,642.2160,638.7538,519.2531
58,658.2265,655.3286,518.1448,623.6098,618.7893,560.7861,671.5667,655.6503,522.2397,634.7275,608.1883,463.8381,642.2160,637.6911,516.2329
59,658.2265,654.4332,519.0163,623.6098,618.0653,471.8597,671.5667,654.0565,507.3193,634.7275,612.8677,468.0794,642.2160,637.7865,558.5095
60,658.2265,657.5169,605.4779,623.6098,622.0373,529.3102,671.5667,651.1122,484.8817,634.7275,601.1782,456.5552,642.2160,639.9589,560.5001
61,658.2265,657.0729,601.3229,623.6098,616.4034,486.3330,671.5667,655.8902,495.4730,634.7275,612.5775,468.5114,642.2160,640.4485,532.5096
62,658.2265,653.6801,514.9274,623.6098,620.9289,521.6897,671.5667,658.3426,531.6481,634.7275,610.1808,468.5114,642.2160,637.6989,552.4532
63,658.2265,654.6742,485.8662,623.6098,619.1994,493.1438,671.5667,655.3478,484.8817,634.7275,618.9035,506.7326,642.2160,637.8120,561.0655
64,658.2265,652.5133,487.9523,623.6098,622.6836,567.0125,671.5667,658.9153,477.4215,634.7275,613.7782,456.5552,642.2160,639.0613,539.8176
65,658.2265,651.0774,531.9986,623.6098,622.1485,546.4738,671.5667,664.6977,492.4965,634.7275,617.5435,427.8023,642.2160,640.5910,597.3527
66,658.2265,655.2435,513.9207,623.6098,618.3163,546.9998,671.5667,659.2177,481.0489,634.7275,611.8575,419.4875,642.2160,639.0639,541.2689
67,658.2265,652.2099,537.6133,623.6098,621.8678,564.8071,671.5667,665.4722,551.6748,634.7275,610.7939,468.5114,642.2160,639.0165,577.9659
68,658.2265,651.2765,477.0769,623.6098,619.9797,487.1056,671.5667,654.7865,453.7053,634.7275,607.7905,473.7827,642.2160,638.2196,530.5096
69,658.2265,652.9193,513.1589,623.6098,621.1911,564.8071,671.5667,652.9078,431.6877,634.7275,613.7916,459.5335,642.2160,639.5845,541.9637
70,658.2265,654.7437,546.8444,623.6098,618.4773,463.8899,671.5667,663.8194,557.9792,634.7275,610.0709,454.3420,642.2160,640.8552,569.3078
71,658.2265,651.2046,512.7220,623.6098,619.8380,458.8917,671.5667,664.0924,551.6748,634.7275,604.1247,440.1757,642.2160,634.7373,527.1089
72,658.2265,653.4708,477.0769,623.6098,618.9656,564.8071,671.5667,663.3082,551.6748,634.7275,605.3524,426.8031,642.2160,639.0739,534.6667
73,658.2265,656.0571,543.2220,623.6098,620.7570,546.2671,671.5667,658.0189,465.9246,634.7275,600.7963,450.3428,642.2160,637.1601,466.0327
74,658.2265,653.9985,531.4006,623.6098,617.4654,452.3838,671.5667,661.0782,458.1060,634.7275,602.7755,458.9674,642.2160,636.3307,529.8495
75,658.2265,656.6265,585.7269,623.6098,617.9511,503.3461,671.5667,648.7543,449.5652,634.7275,609.9842,437.7784,642.2160,637.3450,519.0902
76,658.2265,655.6798,525.3948,623.6098,621.3277,563.3742,671.5667,656.0658,498.3067,634.7275,606.2978,493.1083,642.2160,641.0853,608.5472
77,658.2265,656.9710,577.0760,623.6098,615.1316,545.8302,671.5667,657.4340,469.9233,634.7275,614.0741,424.8203,642.2160,638.2605,516.2329
78,658.2265,657.5665,592.2226,623.6098,617.3584,493.8739,671.5667,654.6634,548.3031,640.0144,609.3772,457.0138,642.2160,638.1708,534.6667
79,658.2265,654.8686,512.7220,623.6098,619.1261,544.6647,671.5667,659.7715,490.2880,640.0144,606.3139,463.7041,642.2160,635.6862,519.0902
80,658.2265,652.1434,467.0762,623.6098,618.4967,567.0125,671.5667,656.5999,520.8396,640.0144,605.0069,446.8231,642.2160,636.3912,523.9074
81,658.2265,655.2930,521.6441,623.6098,619.2370,504.4380,671.5667,658.7080,523.2695,640.0144,612.2868,468.5114,642.2160,639.6002,530.5096
82,658.2265,655.2962,544.6390,623.6098,617.0399,542.4593,671.5667,648.8373,395.2207,640.0144,616.4905,484.4072,642.2160,637.1428,542.0222
83,658.2265,655.2359,551.5549,623.6098,617.5817,564.8071,671.5667,650.0615,496.8843,640.0144,618.9940,470.9968,642.2160,642.1028,630.8909
84,658.2265,653.2586,521.6441,623.6098,621.5464,567.0125,671.5667,652.0494,426.6432,640.0144,618.4362,463.2163,642.2160,639.9441,561.0655
85,658.2265,652.2233,531.0431,623.6098,621.4200,565.3979,671.5667,651.3004,477.2707,640.0144,615.5488,416.0879,642.2160,637.4335,476.1697
86,658.2265,656.1087,559.1183,623.6098,620.5948,564.8071,671.5667,646.7407,495.4730,640.0144,618.1377,480.9454,642.2160,639.2340,509.8021
87,658.2265,652.6609,513.6447,623.6098,620.2705,564.8071,671.5667,657.8861,492.4072,640.0144,620.3214,462.9950,642.2160,639.3047,562.8718
88,658.2265,654.9231,530.4774,623.6098,620.2243,548.7466,671.5667,653.4983,491.5090,640.0144,625.7152,479.8365,642.2160,639.1602,568.9100
89,658.2265,656.0741,512.7220,623.6098,621.1309,564.8071,671.5667,653.9157,495.1158,654.2034,631.6316,509.8048,642.2160,640.7298,606.1755
90,658.2265,653.3876,546.8444,623.6098,620.6372,554.4988,671.5667,648.1878,428.6799,654.2034,631.5166,461.2234,642.2160,640.3725,587.4313
91,658.2265,655.8219,531.0431,623.6098,620.6043,567.0125,671.5667,654.7993,520.8279,654.2034,633.0719,455.7588,642.2160,639.5014,557.2192
92,658.2265,652.4572,476.3469,623.6098,617.9085,555.5908,671.5667,653.1528,407.0517,654.2034,626.2599,429.7039,642.2160,640.8965,587.4313
93,658.2265,650.6866,475.3903,623.6098,620.6269,562.0819,671.5667,655.1398,428.6799,654.2034,619.4094,393.0287,642.2160,639.0950,543.2424
94,658.2265,652.6705,537.6133,623.6098,621.9770,568.8215,671.5667,655.8882,469.9010,654.2034,623.0223,402.0569,642.2160,641.8719,630.4589
95,658.2265,654.3331,536.3669,623.6098,622.2903,564.8071,671.5667,653.0981,491.2755,654.2034,631.9712,484.1554,642.2160,639.1376,560.5001
96,658.2265,656.0123,577.0760,623.6098,622.0963,564.8071,671.5667,648.2267,428.6799,654.2034,635.6775,427.5710,642.2160,638.1855,530.5096
97,658.2265,654.6881,517.7078,623.6098,622.4558,564.8071,671.5667,649.9579,428.6799,654.2034,641.9527,454.4671,642.2160,637.4389,569.3078
98,658.2265,653.4680,517.7078,623.6098,619.5462,561.9568,671.5667,653.8679,490.6901,654.2034,641.9453,476.9133,642.2160,637.8004,530.8339
99,658.2265,653.5334,545.8601,623.6098,622.4652,564.8071,671.5667,654.9236,512.5701,665.5285,651.2645,584.3780,642.2160,635.7643,498.4770
100,658.2265,654.2305,518.9289,623.6098,620.7798,563.3742,671.5667,651.3983,453.2684,665.5285,646.8543,427.5710,642.2160,636.1156,561.7212
